"","station_code","stations","line","line_code","line_number","join_station","is_interchange","mrt_score","bus_score","walk_score","score","Reachable_Stations"
"11","CC9","Paya Lebar","Circle Line","CCL",9,"payalebar",1,1,67.9110372450372,NA,0.185929453937761,"KALLANG MRT STATION (EW10)/ALJUNIED MRT STATION (EW9)/PAYA LEBAR MRT STATION (EW8)/EUNOS MRT STATION (EW7)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/MACPHERSON MRT STATION/MATTAR MRT STATION (DT25)/UBI MRT STATION (DT27)/TAI SENG MRT STATION (CC11)/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/MOUNTBATTEN MRT STATION (CC7)/MOUNTBATTEN MRT STATION/KEMBANGAN MRT STATION (EW6)/TANJONG KATONG MRT STATION (TE25)"
"12","CC10","MacPherson","Circle Line","CCL",10,"macpherson",1,1,78.0866790841419,NA,0.213327641214258,"KAKI BUKIT MRT STATION (DT28)/UBI MRT STATION (DT27)/TAI SENG MRT STATION (CC11)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION/MACPHERSON MRT STATION (DT26)/PAYA LEBAR MRT STATION (CC9)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (EW8)/MATTAR MRT STATION (DT25)/ALJUNIED MRT STATION (EW9)/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/EUNOS MRT STATION (EW7)"
"13","CC11","Tai Seng","Circle Line","CCL",11,"taiseng",0,0,29.8067567991635,NA,0.0802554883319611,"POTONG PASIR MRT STATION (NE10)/KIM CHUAN UNDERGROUND MRT DEPOT/POTONG PASIR MRT STATION/ALJUNIED MRT STATION (EW9)/MATTAR MRT STATION (DT25)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/UBI MRT STATION (DT27)/MACPHERSON MRT STATION/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/SERANGOON MRT STATION (NE12)"
"14","CC12","Bartley","Circle Line","CCL",12,"bartley",0,0,45.4301346481205,NA,0.122321850234776,"MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/SERANGOON MRT STATION (CC13)/TAI SENG MRT STATION (CC11)/BARTLEY MRT STATION (CC12)/SERANGOON MRT STATION (NE12)/MACPHERSON MRT STATION/SERANGOON MRT STATION/KOVAN MRT STATION (NE13)/KOVAN MRT STATION/WOODLEIGH MRT STATION (NE11)/WOODLEIGH MRT STATION"
"15","CC13","Serangoon","Circle Line","CCL",13,"serangoon",1,1,71.8538865343141,NA,0.196545680898056,"SERANGOON MRT STATION (CC13)/WOODLEIGH MRT STATION (NE11)/SERANGOON MRT STATION (NE12)/WOODLEIGH MRT STATION/POTONG PASIR MRT STATION (NE10)/KOVAN MRT STATION/POTONG PASIR MRT STATION/LORONG CHUAN MRT STATION (CC14)/LORONG CHUAN MRT STATION/KOVAN MRT STATION (NE13)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION"
"16","CC14","Lorong Chuan","Circle Line","CCL",14,"lorongchuan",0,0,24.2798656860513,NA,0.06537418647718,"LORONG CHUAN MRT STATION (CC14)/SERANGOON MRT STATION (CC13)/SERANGOON MRT STATION (NE12)/SERANGOON MRT STATION/WOODLEIGH MRT STATION (NE11)/WOODLEIGH MRT STATION"
"17","CC15","Bishan","Circle Line","CCL",15,"bishan",1,1,38.7907854562598,NA,0.107522398671568,"BISHAN MRT STATION (CC15)/BISHAN MRT STATION (NS17)/BRADDELL MRT STATION (NS18)/BRADDELL MRT STATION/UPPER THOMSON MRT STATION (TE8)/MARYMOUNT MRT STATION (CC16)/ANG MO KIO MRT STATION (NS16)/ANG MO KIO MRT STATION/LORONG CHUAN MRT STATION (CC14)"
"18","CC16","Marymount","Circle Line","CCL",16,"marymount",0,0,22.043608377892,NA,0.0593530039811603,"CALDECOTT MRT STATION (TE9)/BISHAN MRT STATION (CC15)/BISHAN MRT STATION (NS17)/CALDECOTT MRT STATION (CC17)/BISHAN MRT STATION/CALDECOTT MRT STATION/BRADDELL MRT STATION (NS18)/BRADDELL MRT STATION/UPPER THOMSON MRT STATION (TE8)/MOUNT PLEASANT MRT STATION (TE10)/BRIGHT HILL MRT STATION (TE7)"
"19","CC17","Caldecott","Circle Line","CCL",17,"caldecott",1,1,40.8382730888934,NA,0.113035313777289,"CALDECOTT MRT STATION (TE9)/CALDECOTT MRT STATION (CC17)/MARYMOUNT MRT STATION (CC16)/MOUNT PLEASANT MRT STATION (TE10)/BRADDELL MRT STATION (NS18)/NOVENA MRT STATION (NS20)/BRADDELL MRT STATION/TOA PAYOH MRT STATION (NS19)/UPPER THOMSON MRT STATION (TE8)"
"20","CC19","Botanic Gardens","Circle Line","CCL",19,"botanicgardens",1,1,62.3866317905345,NA,0.171054844785138,"BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/TAN KAH KEE MRT STATION (DT8)/TAN KAH KEE MRT STATION/FARRER ROAD MRT STATION (CC20)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/SIXTH AVENUE MRT STATION (DT7)/SIXTH AVENUE MRT STATION."
"21","CC20","Farrer Road","Circle Line","CCL",20,"farrerroad",0,0,16.1906023417451,NA,0.0435936289909209,"BOTANIC GARDENS MRT STATION (CC19)/COMMONWEALTH MRT STATION (EW20)/BOTANIC GARDENS MRT STATION (DT9)/BOTANIC GARDENS MRT STATION/HOLLAND VILLAGE MRT STATION (CC21)/TAN KAH KEE MRT STATION (DT8)/TAN KAH KEE MRT STATION/NAPIER MRT STATION (TE12)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)"
"22","CC21","Holland Village","Circle Line","CCL",21,"hollandvillage",0,0,9.65194452670022,NA,0.0259881182834713,"ONE-NORTH MRT STATION (CC23)/BUONA VISTA MRT STATION (EW21)/BUONA VISTA MRT STATION (CC22)/BUONA VISTA MRT STATION/FARRER ROAD MRT STATION (CC20)/COMMONWEALTH MRT STATION (EW20)/DOVER MRT STATION (EW22)/KENT RIDGE MRT STATION (CC24)"
"23","CC22","Buona Vista","Circle Line","CCL",22,"buonavista",1,1,38.591555046757,NA,0.106985965475801,"BUONA VISTA MRT STATION (EW21)/BUONA VISTA MRT STATION (CC22)/COMMONWEALTH MRT STATION (EW20)/DOVER MRT STATION (EW22)/QUEENSTOWN MRT STATION (EW19)/ONE-NORTH MRT STATION (CC23)/KENT RIDGE MRT STATION (CC24)/HOLLAND VILLAGE MRT STATION (CC21)"
"24","CC23","one-north","Circle Line","CCL",23,"one-north",0,0,14.3992624273487,NA,0.0387703984540633,"BUONA VISTA MRT STATION (EW21)/KENT RIDGE MRT STATION (CC24)/BUONA VISTA MRT STATION (CC22)/BUONA VISTA MRT STATION/DOVER MRT STATION (EW22)/COMMONWEALTH MRT STATION (EW20)/HOLLAND VILLAGE MRT STATION (CC21)"
"25","CC24","Kent Ridge","Circle Line","CCL",24,"kentridge",0,0,15.1162470307225,NA,0.0407008986375612,"ONE-NORTH MRT STATION (CC23)/HAW PAR VILLA MRT STATION (CC25)/HAW PAR VILLA MRT STATION/BUONA VISTA MRT STATION (EW21)/BUONA VISTA MRT STATION (CC22)/BUONA VISTA MRT STATION/DOVER MRT STATION (EW22)/HOLLAND VILLAGE MRT STATION (CC21)/COMMONWEALTH MRT STATION (EW20)"
"26","CC25","Haw Par Villa","Circle Line","CCL",25,"hawparvilla",0,0,15.3805720413535,NA,0.0414126007844764,"LABRADOR PARK MRT STATION (CC27)/HAW PAR VILLA MRT STATION (CC25)/PASIR PANJANG MRT STATION (CC26)/LABRADOR PARK MRT STATION/KENT RIDGE MRT STATION (CC24)"
"27","CC26","Pasir Panjang","Circle Line","CCL",26,"pasirpanjang",0,0,10.7913788098886,NA,0.0290560755065808,"LABRADOR PARK MRT STATION (CC27)/TELOK BLANGAH MRT STATION (CC28)/HAW PAR VILLA MRT STATION (CC25)/HAW PAR VILLA MRT STATION/LABRADOR PARK MRT STATION"
"28","CC27","Labrador Park","Circle Line","CCL",27,"labradorpark",0,0,30.086311551267,0.693147180559945,0.0823412807402309,"HARBOURFRONT MRT STATION (NE1 / CC29)/LABRADOR PARK MRT STATION (CC27)/TELOK BLANGAH MRT STATION (CC28)/PASIR PANJANG MRT STATION (CC26)/HARBOURFRONT MRT STATION/HAW PAR VILLA MRT STATION/HAW PAR VILLA MRT STATION (CC25)"
"29","CC28","Telok Blangah","Circle Line","CCL",28,"telokblangah",0,0,15.3024824868376,0.693147180559945,0.0425354263503526,"LABRADOR PARK MRT STATION (CC27)/LABRADOR PARK MRT STATION/HARBOURFRONT MRT STATION (NE1 / CC29)/HARBOURFRONT MRT STATION/KEPPEL MRT STATION (CC30)/PASIR PANJANG MRT STATION (CC26)"
"30","CC29","HarbourFront","Circle Line","CCL",29,"harbourfront",1,1,27.1647949512251,NA,0.0762191088969998,"HARBOURFRONT MRT STATION (NE1 / CC29)/TELOK BLANGAH MRT STATION (CC28)/LABRADOR PARK MRT STATION/LABRADOR PARK MRT STATION (CC27)/KEPPEL MRT STATION (CC30)/CANTONMENT MRT STATION (CC31)"
"31","CG1","Expo","Changi Airport Branch Line","CGL",1,"expo",1,1,16.4261684130578,NA,0.0473050702901776,"EXPO MRT STATION (DT35)/TAMPINES EAST MRT STATION (DT33)/SIMEI MRT STATION (EW3)/UPPER CHANGI MRT STATION (DT34)/TANAH MERAH MRT STATION (EW4)/XILIN MRT STATION (DT36)"
"32","CG2","Changi Airport","Changi Airport Branch Line","CGL",2,"changiairport",0,0,NA,NA,0,NA
"33","DT1","Bukit Panjang","Downtown Line","DTL",1,"bukitpanjang",0,0,33.8650793729489,NA,0.0911826301931952,"CASHEW MRT STATION (DT2)/HILLVIEW MRT STATION (DT3)/BUKIT PANJANG MRT STATION (DT1)/CASHEW MRT STATION/HILLVIEW MRT STATION/CHOA CHU KANG MRT STATION (NS4)/CHOA CHU KANG MRT STATION (JS1)/CHOA CHU KANG WEST MRT STATION (JS2)"
"34","DT2","Cashew","Downtown Line","DTL",2,"cashew",0,0,24.0381362816637,NA,0.0647233236032338,"CASHEW MRT STATION (DT2)/HUME MRT STATION (DT4)/HILLVIEW MRT STATION (DT3)/BUKIT PANJANG MRT STATION (DT1)/BUKIT PANJANG MRT STATION/HILLVIEW MRT STATION"
"35","DT3","Hillview","Downtown Line","DTL",3,"hillview",0,0,25.2916464632098,NA,0.06809843322777,"HUME MRT STATION (DT4)/HILLVIEW MRT STATION (DT3)/CASHEW MRT STATION (DT2)/CASHEW MRT STATION/BUKIT PANJANG MRT STATION (DT1)/BUKIT PANJANG MRT STATION"
"36","DT4","Hume","Downtown Line","DTL",4,"hume",0,0,13.1135567123161,NA,0.0353086014961993,"CASHEW MRT STATION (DT2)/BEAUTY WORLD MRT STATION (DT5)/HILLVIEW MRT STATION (DT3)/CASHEW MRT STATION/BEAUTY WORLD MRT STATION/HILLVIEW MRT STATION"
"37","DT5","Beauty World","Downtown Line","DTL",5,"beautyworld",0,0,13.3692234553359,NA,0.0359969910264507,"KING ALBERT PARK MRT STATION (DT6)/BEAUTY WORLD MRT STATION (DT5)/KING ALBERT PARK MRT STATION/HUME MRT STATION (DT4)"
"38","DT6","King Albert Park","Downtown Line","DTL",6,"kingalbertpark",0,0,19.4701378018223,NA,0.0524238657598494,"KING ALBERT PARK MRT STATION (DT6)/SIXTH AVENUE MRT STATION (DT7)/SIXTH AVENUE MRT STATION./BEAUTY WORLD MRT STATION (DT5)/BEAUTY WORLD MRT STATION"
"39","DT7","Sixth Avenue","Downtown Line","DTL",7,"sixthavenue",0,0,35.1088639277261,NA,0.0945315533080442,"KING ALBERT PARK MRT STATION (DT6)/BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/TAN KAH KEE MRT STATION (DT8)/BOTANIC GARDENS MRT STATION/KING ALBERT PARK MRT STATION/SIXTH AVENUE MRT STATION./TAN KAH KEE MRT STATION"
"40","DT8","Tan Kah Kee","Downtown Line","DTL",8,"tankahkee",0,0,34.788693097032,NA,0.093669484799882,"BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/TAN KAH KEE MRT STATION (DT8)/SIXTH AVENUE MRT STATION (DT7)/BOTANIC GARDENS MRT STATION/SIXTH AVENUE MRT STATION./FARRER ROAD MRT STATION (CC20)"
"41","DT9","Botanic Gardens","Downtown Line","DTL",9,"botanicgardens",1,1,62.3866317905345,NA,0.171054844785138,"BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/TAN KAH KEE MRT STATION (DT8)/TAN KAH KEE MRT STATION/FARRER ROAD MRT STATION (CC20)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/SIXTH AVENUE MRT STATION (DT7)/SIXTH AVENUE MRT STATION."
"42","DT10","Stevens","Downtown Line","DTL",10,"stevens",1,1,47.2750842075802,NA,0.130366599536138,"BOTANIC GARDENS MRT STATION (CC19)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/BOTANIC GARDENS MRT STATION (DT9)/STEVENS MRT STATION (TE11)/BOTANIC GARDENS MRT STATION/NEWTON MRT STATION/TAN KAH KEE MRT STATION (DT8)/TAN KAH KEE MRT STATION/FARRER ROAD MRT STATION (CC20)/MOUNT PLEASANT MRT STATION (TE10)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)"
"43","DT11","Newton","Downtown Line","DTL",11,"newton",1,1,100.585135616318,NA,0.273905335992372,"ROCHOR MRT STATION (DT13)/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/BUGIS MRT STATION/LITTLE INDIA MRT STATION/BUGIS MRT STATION (DT14)/FARRER PARK MRT STATION (NE8)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/BOTANIC GARDENS MRT STATION/NOVENA MRT STATION (NS20)/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION"
"44","DT12","Little India","Downtown Line","DTL",12,"littleindia",1,1,184.184776281845,0.693147180559945,0.500332683837174,"DHOBY GHAUT MRT STATION (NS24)/ROCHOR MRT STATION (DT13)/DHOBY GHAUT MRT STATION (CC1)/CITY HALL MRT STATION (EW13 / NS25)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/ESPLANADE MRT STATION (CC3)/FARRER PARK MRT STATION (NE8)/JALAN BESAR MRT STATION (DT22)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/DHOBY GHAUT MRT STATION (NE6)/CITY HALL MRT STATION/FARRER PARK MRT STATION/FORT CANNING MRT STATION (DT20)/CLARKE QUAY MRT STATION (NE5)/BOON KENG MRT STATION (NE9)/CLARKE QUAY MRT STATION/BOON KENG MRT STATION/NOVENA MRT STATION (NS20)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION/BENDEMEER MRT STATION (DT23)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/NICOLL HIGHWAY MRT STATION (CC5)"
