Source.Name,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,SW7,1210,1267
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,SW7,1876,2088
transport_node_train_202312.csv,2023-12,WEEKDAY,5,TRAIN,EW4,4011,400
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,5,TRAIN,EW4,1286,68
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,CC16,2701,3264
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,CC16,7489,10193
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,EW4,30675,27818
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,EW4,6624,5696
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,DT30,82,1065
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,DT30,28,1039
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,EW28,12974,10216
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,EW28,15454,13613
transport_node_train_202312.csv,2023-12,WEEKDAY,8,TRAIN,SE3,8056,1226
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,8,TRAIN,SE3,1845,504
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,NS8,8810,7658
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,NS8,14196,12437
transport_node_train_202312.csv,2023-12,WEEKDAY,12,TRAIN,BP7,657,749
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,12,TRAIN,BP7,341,452
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,NS17/CC15,667,2534
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,606,2448
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,CC12,937,2628
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,CC12,1408,5520
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,CC3,821,8296
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,CC3,1592,15222
transport_node_train_202312.csv,2023-12,WEEKDAY,5,TRAIN,EW2/DT32,12317,1898
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,3022,452
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,33349,35090
transport_node_train_202312.csv,2023-12,WEEKDAY,16,TRAIN,NS9/TE2,46254,64281
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,NS7,58627,43418
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,NS7,20305,16067
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,31933,10360
transport_node_train_202312.csv,2023-12,WEEKDAY,21,TRAIN,NS24/NE6/CC1,66299,15741
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,NS5,10761,2612
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,NS5,49586,12177
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,PE4,1158,729
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,PE4,1629,868
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,NE5,10256,11363
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,NE5,5957,6803
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,12996,9112
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,EW16/NE3/TE17,33046,19963
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,TE4,3643,4174
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,TE4,1984,1894
transport_node_train_202312.csv,2023-12,WEEKDAY,17,TRAIN,PW1,2849,2368
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1273,1328
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,DT6,341,1334
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,DT6,548,2275
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,CG2,30570,22072
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,CG2,24248,21382
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,13,TRAIN,EW6,6272,5458
transport_node_train_202312.csv,2023-12,WEEKDAY,13,TRAIN,EW6,9471,9154
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,10,TRAIN,NS14,20740,9763
transport_node_train_202312.csv,2023-12,WEEKDAY,10,TRAIN,NS14,34874,13816
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,TE18,3752,6726
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,TE18,5961,11951
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,PW3,776,815
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,PW3,2110,2000
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,NS19,11326,6997
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,NS19,48749,37942
transport_node_train_202312.csv,2023-12,WEEKDAY,16,TRAIN,EW19,14274,15081
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,EW19,9041,8775
transport_node_train_202312.csv,2023-12,WEEKDAY,8,TRAIN,EW31,2898,18756
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,8,TRAIN,EW31,2009,2466
transport_node_train_202312.csv,2023-12,WEEKDAY,5,TRAIN,EW12/DT14,5161,888
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,1097,215
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,PE4,876,452
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,PE4,1728,710
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,PE1,687,4377
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,PE1,520,2364
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,PE2,305,1991
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,PE2,315,3476
transport_node_train_202312.csv,2023-12,WEEKDAY,18,TRAIN,NS18,26906,28767
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,18,TRAIN,NS18,7831,8342
transport_node_train_202312.csv,2023-12,WEEKDAY,17,TRAIN,EW4,27040,17079
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,17,TRAIN,EW4,10778,9471
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,13,TRAIN,DT8,1625,1482
transport_node_train_202312.csv,2023-12,WEEKDAY,13,TRAIN,DT8,2898,2818
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,20,TRAIN,CC21,5432,4006
transport_node_train_202312.csv,2023-12,WEEKDAY,20,TRAIN,CC21,11943,7413
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,21,TRAIN,EW15,10473,4818
transport_node_train_202312.csv,2023-12,WEEKDAY,21,TRAIN,EW15,44118,8616
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,SW5,5031,4076
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,SW5,7214,7002
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3254,2575
transport_node_train_202312.csv,2023-12,WEEKDAY,13,TRAIN,DT6,6229,5151
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,CE1/DT16,7395,35391
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,CE1/DT16,4722,21646
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,SE5,2901,855
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,SE5,680,204
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,EW30,912,736
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,EW30,877,3289
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,SW1,1380,960
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,SW1,678,543
transport_node_train_202312.csv,2023-12,WEEKDAY,20,TRAIN,TE16,4607,6257
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,20,TRAIN,TE16,2671,3576
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,NS8,67491,19848
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,NS8,12016,5958
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,CC4/DT15,38863,22618
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,CC4/DT15,17636,12387
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,CC20,3286,2594
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,CC20,4623,3120
transport_node_train_202312.csv,2023-12,WEEKDAY,8,TRAIN,NE16/STC,98452,24377
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,8,TRAIN,NE16/STC,18435,8856
transport_node_train_202312.csv,2023-12,WEEKDAY,17,TRAIN,EW25,11411,17137
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,17,TRAIN,EW25,7333,7866
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,DT17,8241,120
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,DT17,191,78
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,EW27,556,4884
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,EW27,128,5793
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,CG2,11301,22901
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,CG2,6642,11193
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,EW2/DT32,34562,34096
transport_node_train_202312.csv,2023-12,WEEKDAY,16,TRAIN,EW2/DT32,48590,57699
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,27238,25199
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,NE17/PTC,38525,37389
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,CC21,912,906
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,CC21,2794,2854
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,NE14,130,3212
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,NE14,230,2894
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,385,0
transport_node_train_202312.csv,2023-12,WEEKDAY,5,TRAIN,CE1/DT16,1086,1
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,8,TRAIN,DT2,1237,638
transport_node_train_202312.csv,2023-12,WEEKDAY,8,TRAIN,DT2,6075,5969
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,CC28,15,151
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,CC28,39,268
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,DT29,4143,4754
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,DT29,3160,3228
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,EW31,1272,938
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,EW31,1160,3900
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,PW4,4258,4584
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,PW4,3352,3196
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,12,TRAIN,EW7,10652,7992
transport_node_train_202312.csv,2023-12,WEEKDAY,12,TRAIN,EW7,15302,12064
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,CC12,9347,3320
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3217,1667
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,NS19,23511,15581
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,NS19,7743,4367
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,EW10,5261,14546
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,EW10,4200,8403
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,EW4,1219,6009
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,EW4,1576,10085
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,EW20,9094,8695
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,EW20,5868,5680
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,EW26,15248,12457
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,EW26,18882,17167
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,NS20,3663,32282
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1349,11473
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,DT29,10154,1966
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2660,517
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,NS28,1866,2271
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,NS28,2171,2952
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,CG2,24954,27833
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,CG2,20574,25252
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,PE7,12,521
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,PE7,46,411
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,27442,21461
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,NS9/TE2,57611,42626
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,DT21,3973,2985
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,DT21,8050,4368
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,EW11,22463,26269
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,EW11,11145,10942
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,DT31,1623,5620
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,DT31,2990,9798
transport_node_train_202312.csv,2023-12,WEEKDAY,17,TRAIN,PE2,5142,7189
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,17,TRAIN,PE2,3152,3081
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,BP2,336,1754
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,BP2,526,3405
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,2268,5557
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,NS24/NE6/CC1,8336,17786
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,BP7,268,162
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,BP7,3244,650
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,20,TRAIN,BP11,665,1786
transport_node_train_202312.csv,2023-12,WEEKDAY,20,TRAIN,BP11,1220,4238
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,TE14/NS22,30584,75764
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,TE14/NS22,37066,101000
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,NE7/DT12,19194,26636
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,NE7/DT12,6534,7819
transport_node_train_202312.csv,2023-12,WEEKDAY,18,TRAIN,CC3,19882,15058
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,18,TRAIN,CC3,9511,7575
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,NS5,14265,13772
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,NS5,19865,19393
transport_node_train_202312.csv,2023-12,WEEKDAY,16,TRAIN,DT7,5545,4550
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,DT7,2151,2474
transport_node_train_202312.csv,2023-12,WEEKDAY,8,TRAIN,CC3,1623,14934
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,8,TRAIN,CC3,606,3548
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,CC7,1870,3750
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,CC7,3526,6375
transport_node_train_202312.csv,2023-12,WEEKDAY,10,TRAIN,PW4,4567,2830
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,10,TRAIN,PW4,3013,2079
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,18,TRAIN,BP13,619,364
transport_node_train_202312.csv,2023-12,WEEKDAY,18,TRAIN,BP13,1508,2796
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,BP9,866,524
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,BP9,4487,2008
transport_node_train_202312.csv,2023-12,WEEKDAY,16,TRAIN,CC26,5623,2514
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,CC26,1794,1311
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,TE8,111,181
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,TE8,152,324
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,NS16,39256,28155
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,NS16,26274,17595
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,CC23,258,1211
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,CC23,597,10999
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,SE2,3957,4167
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2569,2629
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,NS18,2101,9855
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,NS18,1176,6020
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,EW14/NS26,13691,11742
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,EW14/NS26,47681,28765
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,7,TRAIN,PW4,1548,632
transport_node_train_202312.csv,2023-12,WEEKDAY,7,TRAIN,PW4,10757,1810
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,BP12,1774,679
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,BP12,4042,1201
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,EW15,30929,18821
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,EW15,13442,9234
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,DT2,77,560
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,DT2,117,1191
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,BP3,2089,2066
transport_node_train_202312.csv,2023-12,WEEKDAY,16,TRAIN,BP3,2967,3678
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,SW8,1591,1836
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,SW8,937,1028
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,17,TRAIN,DT10/TE11,4393,3489
transport_node_train_202312.csv,2023-12,WEEKDAY,17,TRAIN,DT10/TE11,10035,8184
transport_node_train_202312.csv,2023-12,WEEKDAY,22,TRAIN,PW5,703,3812
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,22,TRAIN,PW5,615,2997
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,NE15,4366,1249
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,NE15,19658,3335
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,TE6,72,868
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,TE6,41,872
transport_node_train_202312.csv,2023-12,WEEKDAY,21,TRAIN,NE16/STC,26503,52919
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,21,TRAIN,NE16/STC,14649,25954
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,NS18,14762,6998
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,NS18,9460,4405
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,NS23,24214,31756
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,NS23,38377,42839
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,21,TRAIN,DT31,1768,5838
transport_node_train_202312.csv,2023-12,WEEKDAY,21,TRAIN,DT31,3883,10459
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,PW1,1148,1006
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,PW1,2103,1818
transport_node_train_202312.csv,2023-12,WEEKDAY,10,TRAIN,EW5,33316,20309
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,10,TRAIN,EW5,21377,12821
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,DT10/TE11,940,1873
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,DT10/TE11,1399,3421
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,EW23,9728,8494
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,EW23,38037,34005
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,DT6,7448,4985
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,DT6,3929,1936
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,BP6/DT1,41295,82838
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,BP6/DT1,17557,26083
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1452,1225
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,BP2,1828,1651
transport_node_train_202312.csv,2023-12,WEEKDAY,0,TRAIN,CC7,46,567
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,0,TRAIN,CC7,80,994
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,18,TRAIN,TE14/NS22,83646,72918
transport_node_train_202312.csv,2023-12,WEEKDAY,18,TRAIN,TE14/NS22,151229,142189
transport_node_train_202312.csv,2023-12,WEEKDAY,8,TRAIN,NE13,44784,20487
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,8,TRAIN,NE13,9898,9363
transport_node_train_202312.csv,2023-12,WEEKDAY,13,TRAIN,BP13,1046,658
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,13,TRAIN,BP13,667,395
transport_node_train_202312.csv,2023-12,WEEKDAY,11,TRAIN,CC28,4067,2158
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,11,TRAIN,CC28,2724,1465
transport_node_train_202312.csv,2023-12,WEEKDAY,14,TRAIN,EW8/CC9,43767,40343
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,14,TRAIN,EW8/CC9,35763,35082
transport_node_train_202312.csv,2023-12,WEEKDAY,6,TRAIN,SE3,4348,280
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,6,TRAIN,SE3,940,92
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,BP2,1635,1888
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,BP2,1379,1245
transport_node_train_202312.csv,2023-12,WEEKDAY,15,TRAIN,DT31,5508,5947
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,15,TRAIN,DT31,3760,3907
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,10,TRAIN,EW31,1313,425
transport_node_train_202312.csv,2023-12,WEEKDAY,10,TRAIN,EW31,1197,1197
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,NS12,20338,7634
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,NS12,10058,4253
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,PE1,1454,2486
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,PE1,2900,7533
transport_node_train_202312.csv,2023-12,WEEKDAY,20,TRAIN,DT23,4104,2729
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,20,TRAIN,DT23,1479,1310
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,20,TRAIN,PW6,317,967
transport_node_train_202312.csv,2023-12,WEEKDAY,20,TRAIN,PW6,503,2008
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,19,TRAIN,EW30,2202,1677
transport_node_train_202312.csv,2023-12,WEEKDAY,19,TRAIN,EW30,10009,2573
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,17,TRAIN,TE14/NS22,85151,76824
transport_node_train_202312.csv,2023-12,WEEKDAY,17,TRAIN,TE14/NS22,125922,102505
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,8110,22234
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,NS9/TE2,11862,36469
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,9,TRAIN,NS7,17199,13292
transport_node_train_202312.csv,2023-12,WEEKDAY,9,TRAIN,NS7,33402,26471
transport_node_train_202312.csv,2023-12,WEEKDAY,23,TRAIN,CC4/DT15,10381,1146
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,23,TRAIN,CC4/DT15,6805,3732
transport_node_train_202312.csv,2023-12,WEEKENDS/HOLIDAY,16,TRAIN,TE8,5594,5808
