"","station_code","stations","line","line_code","line_number","join_station","is_interchange","is_above_ground","operator","commencement","n_stations","length","cost","cost_per_km","n_lines"
"147","TE3","Woodlands South","Thomson East Coast Line","TEL",3,"woodlandssouth",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"148","TE4","Springleaf","Thomson East Coast Line","TEL",4,"springleaf",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"149","TE5","Lentor","Thomson East Coast Line","TEL",5,"lentor",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"150","TE6","Mayflower","Thomson East Coast Line","TEL",6,"mayflower",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"151","TE7","Bright Hill","Thomson East Coast Line","TEL",7,"brighthill",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"152","TE8","Upper Thomson","Thomson East Coast Line","TEL",8,"upperthomson",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"153","TE9","Caldecott","Thomson East Coast Line","TEL",9,"caldecott",1,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,2
"154","TE11","Stevens","Thomson East Coast Line","TEL",11,"stevens",1,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,2
"155","TE12","Napier","Thomson East Coast Line","TEL",12,"napier",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"156","TE13","Orchard Boulevard","Thomson East Coast Line","TEL",13,"orchardboulevard",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"157","TE14","Orchard","Thomson East Coast Line","TEL",14,"orchard",1,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,2
"158","TE15","Great World","Thomson East Coast Line","TEL",15,"greatworld",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"159","TE16","Havelock","Thomson East Coast Line","TEL",16,"havelock",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"160","TE17","Outram Park","Thomson East Coast Line","TEL",17,"outrampark",1,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,3
"161","TE18","Maxwell","Thomson East Coast Line","TEL",18,"maxwell",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"162","TE19","Shenton Way","Thomson East Coast Line","TEL",19,"shentonway",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"163","TE20","Marina Bay","Thomson East Coast Line","TEL",20,"marinabay",1,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,3
"164","TE22","Gardens by The Bay","Thomson East Coast Line","TEL",22,"gardensbythebay",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"165","TE23","Tanjong Rhu","Thomson East Coast Line","TEL",23,"tanjongrhu",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"166","TE24","Katong Park","Thomson East Coast Line","TEL",24,"katongpark",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"167","TE25","Tanjong Katong","Thomson East Coast Line","TEL",25,"tanjongkatong",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"168","TE26","Marine Parade","Thomson East Coast Line","TEL",26,"marineparade",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"169","TE27","Marine Terrace","Thomson East Coast Line","TEL",27,"marineterrace",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"170","TE28","Siglap","Thomson East Coast Line","TEL",28,"siglap",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
"171","TE29","Bayshore","Thomson East Coast Line","TEL",29,"bayshore",0,0,"SMRT Trains",2020-01-31,27,40.6,28,0.689655172413793,1
