"YEAR_MONTH","day_type","stations","is_peak","AVG_RIDERS","station_code"
"2023-12","WEEKDAY","Admiralty",0,54211.2,"NS10"
"2023-12","WEEKDAY","Admiralty",1,140977,"NS10"
"2023-12","WEEKDAY","Aljunied",0,30138.0666666667,"EW9"
"2023-12","WEEKDAY","Aljunied",1,73893.2,"EW9"
"2023-12","WEEKDAY","Ang Mo Kio",0,66740.0666666667,"NS16"
"2023-12","WEEKDAY","Ang Mo Kio",1,151432.4,"NS16"
"2023-12","WEEKDAY","Bartley",0,7292.53333333333,"CC12"
"2023-12","WEEKDAY","Bartley",1,18325.2,"CC12"
"2023-12","WEEKDAY","Bayfront",0,30737.4333333333,"CE1"
"2023-12","WEEKDAY","Bayfront",0,30737.4333333333,"DT16"
"2023-12","WEEKDAY","Bayfront",1,42077.1,"CE1"
"2023-12","WEEKDAY","Bayfront",1,42077.1,"DT16"
"2023-12","WEEKDAY","Beauty World",0,17901.2666666667,"DT5"
"2023-12","WEEKDAY","Beauty World",1,40964.6,"DT5"
"2023-12","WEEKDAY","Bedok",0,47798.5333333333,"EW5"
"2023-12","WEEKDAY","Bedok",1,107007.8,"EW5"
"2023-12","WEEKDAY","Bedok North",0,9443.2,"DT29"
"2023-12","WEEKDAY","Bedok North",1,27187.2,"DT29"
"2023-12","WEEKDAY","Bedok Reservoir",0,9843.26666666667,"DT30"
"2023-12","WEEKDAY","Bedok Reservoir",1,26966.8,"DT30"
"2023-12","WEEKDAY","Bencoolen",0,10132.8666666667,"DT21"
"2023-12","WEEKDAY","Bencoolen",1,19497.4,"DT21"
"2023-12","WEEKDAY","Bendemeer",0,5738.4,"DT23"
"2023-12","WEEKDAY","Bendemeer",1,18317.6,"DT23"
"2023-12","WEEKDAY","Bishan",0,28315.9666666667,"CC15"
"2023-12","WEEKDAY","Bishan",0,28315.9666666667,"NS17"
"2023-12","WEEKDAY","Bishan",1,61771,"CC15"
"2023-12","WEEKDAY","Bishan",1,61771,"NS17"
"2023-12","WEEKDAY","Boon Keng",0,31100.1333333333,"NE9"
"2023-12","WEEKDAY","Boon Keng",1,72721,"NE9"
"2023-12","WEEKDAY","Boon Lay",0,64884.0666666667,"EW27"
"2023-12","WEEKDAY","Boon Lay",1,177591.8,"EW27"
"2023-12","WEEKDAY","Botanic Gardens",0,4396.36666666667,"CC19"
"2023-12","WEEKDAY","Botanic Gardens",0,4396.36666666667,"DT9"
"2023-12","WEEKDAY","Botanic Gardens",1,8390.4,"CC19"
"2023-12","WEEKDAY","Botanic Gardens",1,8390.4,"DT9"
"2023-12","WEEKDAY","Braddell",0,20373,"NS18"
"2023-12","WEEKDAY","Braddell",1,44197.4,"NS18"
"2023-12","WEEKDAY","Bras Basah",0,6460.33333333333,"CC2"
"2023-12","WEEKDAY","Bras Basah",1,12930.4,"CC2"
"2023-12","WEEKDAY","Bright Hill",0,7097.66666666667,"TE7"
"2023-12","WEEKDAY","Bright Hill",1,18454.6,"TE7"
"2023-12","WEEKDAY","Buangkok",0,28339.8,"NE15"
"2023-12","WEEKDAY","Buangkok",1,65839.4,"NE15"
"2023-12","WEEKDAY","Bugis",0,45639.7666666667,"DT14"
"2023-12","WEEKDAY","Bugis",0,45639.7666666667,"EW12"
"2023-12","WEEKDAY","Bugis",1,76911.6,"DT14"
"2023-12","WEEKDAY","Bugis",1,76911.6,"EW12"
"2023-12","WEEKDAY","Bukit Batok",0,37276.2,"NS2"
"2023-12","WEEKDAY","Bukit Batok",1,99003.8,"NS2"
"2023-12","WEEKDAY","Bukit Gombak",0,27721,"NS3"
"2023-12","WEEKDAY","Bukit Gombak",1,63631.8,"NS3"
"2023-12","WEEKDAY","Bukit Panjang",0,53332.7333333333,"DT1"
"2023-12","WEEKDAY","Bukit Panjang",1,137507.6,"DT1"
"2023-12","WEEKDAY","Buona Vista",0,15695.4,"CC22"
"2023-12","WEEKDAY","Buona Vista",0,15695.4,"EW21"
"2023-12","WEEKDAY","Buona Vista",1,42185.4,"CC22"
"2023-12","WEEKDAY","Buona Vista",1,42185.4,"EW21"
"2023-12","WEEKDAY","Caldecott",0,3494.96666666667,"CC17"
"2023-12","WEEKDAY","Caldecott",0,3494.96666666667,"TE9"
"2023-12","WEEKDAY","Caldecott",1,10265.9,"CC17"
"2023-12","WEEKDAY","Caldecott",1,10265.9,"TE9"
"2023-12","WEEKDAY","Canberra",0,20013.5333333333,"NS12"
"2023-12","WEEKDAY","Canberra",1,54922.4,"NS12"
"2023-12","WEEKDAY","Cashew",0,2790.8,"DT2"
"2023-12","WEEKDAY","Cashew",1,9187.6,"DT2"
"2023-12","WEEKDAY","Changi Airport",0,35667.4,"CG2"
"2023-12","WEEKDAY","Changi Airport",1,49351.6,"CG2"
"2023-12","WEEKDAY","Chinatown",0,40626.9666666667,"DT19"
"2023-12","WEEKDAY","Chinatown",0,40626.9666666667,"NE4"
"2023-12","WEEKDAY","Chinatown",1,62737.1,"DT19"
"2023-12","WEEKDAY","Chinatown",1,62737.1,"NE4"
"2023-12","WEEKDAY","Chinese Garden",0,12710.1333333333,"EW25"
"2023-12","WEEKDAY","Chinese Garden",1,38157.4,"EW25"
"2023-12","WEEKDAY","Choa Chu Kang",0,52196.9333333333,"NS4"
"2023-12","WEEKDAY","Choa Chu Kang",1,126008.2,"NS4"
"2023-12","WEEKDAY","City Hall",0,35073.0333333333,"EW13"
"2023-12","WEEKDAY","City Hall",0,35073.0333333333,"NS25"
"2023-12","WEEKDAY","City Hall",1,60180,"EW13"
"2023-12","WEEKDAY","City Hall",1,60180,"NS25"
"2023-12","WEEKDAY","Clarke Quay",0,19951.7333333333,"NE5"
"2023-12","WEEKDAY","Clarke Quay",1,40578.2,"NE5"
"2023-12","WEEKDAY","Clementi",0,62539.4,"EW23"
"2023-12","WEEKDAY","Clementi",1,155576.8,"EW23"
"2023-12","WEEKDAY","Commonwealth",0,17376.4,"EW20"
"2023-12","WEEKDAY","Commonwealth",1,46181.6,"EW20"
"2023-12","WEEKDAY","Dakota",0,11021.8,"CC8"
"2023-12","WEEKDAY","Dakota",1,24610.4,"CC8"
"2023-12","WEEKDAY","Dhoby Ghaut",0,17397.2222222222,"CC1"
"2023-12","WEEKDAY","Dhoby Ghaut",0,17397.2222222222,"NE6"
"2023-12","WEEKDAY","Dhoby Ghaut",0,17397.2222222222,"NS24"
"2023-12","WEEKDAY","Dhoby Ghaut",1,30297.3333333333,"CC1"
"2023-12","WEEKDAY","Dhoby Ghaut",1,30297.3333333333,"NE6"
"2023-12","WEEKDAY","Dhoby Ghaut",1,30297.3333333333,"NS24"
"2023-12","WEEKDAY","Dover",0,12079.1333333333,"EW22"
"2023-12","WEEKDAY","Dover",1,28098.6,"EW22"
"2023-12","WEEKDAY","Downtown",0,23907.6,"DT17"
"2023-12","WEEKDAY","Downtown",1,66135,"DT17"
"2023-12","WEEKDAY","Esplanade",0,12033.7333333333,"CC3"
"2023-12","WEEKDAY","Esplanade",1,20702,"CC3"
"2023-12","WEEKDAY","Eunos",0,22351,"EW7"
"2023-12","WEEKDAY","Eunos",1,52384.2,"EW7"
"2023-12","WEEKDAY","Expo",0,9381.16666666667,"CG1"
"2023-12","WEEKDAY","Expo",0,9381.16666666667,"DT35"
"2023-12","WEEKDAY","Expo",1,26275.5,"CG1"
"2023-12","WEEKDAY","Expo",1,26275.5,"DT35"
"2023-12","WEEKDAY","Farrer Park",0,42621.8666666667,"NE8"
"2023-12","WEEKDAY","Farrer Park",1,80367,"NE8"
"2023-12","WEEKDAY","Farrer Road",0,6341.4,"CC20"
"2023-12","WEEKDAY","Farrer Road",1,15510.2,"CC20"
"2023-12","WEEKDAY","Fort Canning",0,8203,"DT20"
"2023-12","WEEKDAY","Fort Canning",1,18715.2,"DT20"
"2023-12","WEEKDAY","Gardens by The Bay",0,4822.73333333333,"TE22"
"2023-12","WEEKDAY","Gardens by The Bay",1,8398.6,"TE22"
"2023-12","WEEKDAY","Geylang Bahru",0,7242.86666666667,"DT24"
"2023-12","WEEKDAY","Geylang Bahru",1,19824.2,"DT24"
"2023-12","WEEKDAY","Great World",0,10527.0666666667,"TE15"
"2023-12","WEEKDAY","Great World",1,20037.8,"TE15"
"2023-12","WEEKDAY","Gul Circle",0,3727.73333333333,"EW30"
"2023-12","WEEKDAY","Gul Circle",1,22144,"EW30"
"2023-12","WEEKDAY","HarbourFront",0,37966.1333333333,"CC29"
"2023-12","WEEKDAY","HarbourFront",0,37966.1333333333,"NE1"
"2023-12","WEEKDAY","HarbourFront",1,70302.6,"CC29"
"2023-12","WEEKDAY","HarbourFront",1,70302.6,"NE1"
"2023-12","WEEKDAY","Havelock",0,8783.33333333333,"TE16"
"2023-12","WEEKDAY","Havelock",1,18126.6,"TE16"
"2023-12","WEEKDAY","Haw Par Villa",0,9225.26666666667,"CC25"
"2023-12","WEEKDAY","Haw Par Villa",1,26457.2,"CC25"
"2023-12","WEEKDAY","Hillview",0,9239.4,"DT3"
"2023-12","WEEKDAY","Hillview",1,22188.8,"DT3"
"2023-12","WEEKDAY","Holland Village",0,14464.8,"CC21"
"2023-12","WEEKDAY","Holland Village",1,24788.4,"CC21"
"2023-12","WEEKDAY","Hougang",0,42738.1333333333,"NE14"
"2023-12","WEEKDAY","Hougang",1,98595.6,"NE14"
"2023-12","WEEKDAY","Jalan Besar",0,13438.1333333333,"DT22"
"2023-12","WEEKDAY","Jalan Besar",1,26968.6,"DT22"
"2023-12","WEEKDAY","Joo Koon",0,16321.8666666667,"EW29"
"2023-12","WEEKDAY","Joo Koon",1,79877,"EW29"
"2023-12","WEEKDAY","Jurong East",0,48750.1,"EW24"
"2023-12","WEEKDAY","Jurong East",0,48750.1,"NS1"
"2023-12","WEEKDAY","Jurong East",1,126898.1,"EW24"
"2023-12","WEEKDAY","Jurong East",1,126898.1,"NS1"
"2023-12","WEEKDAY","Kaki Bukit",0,13730.6666666667,"DT28"
"2023-12","WEEKDAY","Kaki Bukit",1,47484,"DT28"
"2023-12","WEEKDAY","Kallang",0,16166.3333333333,"EW10"
"2023-12","WEEKDAY","Kallang",1,38146,"EW10"
"2023-12","WEEKDAY","Kembangan",0,15469.8666666667,"EW6"
"2023-12","WEEKDAY","Kembangan",1,37393,"EW6"
"2023-12","WEEKDAY","Kent Ridge",0,26592.5333333333,"CC24"
"2023-12","WEEKDAY","Kent Ridge",1,68229.6,"CC24"
"2023-12","WEEKDAY","Khatib",0,44805.4666666667,"NS14"
"2023-12","WEEKDAY","Khatib",1,107572.6,"NS14"
"2023-12","WEEKDAY","King Albert Park",0,8557.33333333333,"DT6"
"2023-12","WEEKDAY","King Albert Park",1,19631.2,"DT6"
"2023-12","WEEKDAY","Kovan",0,29935.2666666667,"NE13"
"2023-12","WEEKDAY","Kovan",1,61316.8,"NE13"
"2023-12","WEEKDAY","Kranji",0,39142.4,"NS7"
"2023-12","WEEKDAY","Kranji",1,79168,"NS7"
"2023-12","WEEKDAY","Labrador Park",0,7347.13333333333,"CC27"
"2023-12","WEEKDAY","Labrador Park",1,30818.2,"CC27"
"2023-12","WEEKDAY","Lakeside",0,41551.8666666667,"EW26"
"2023-12","WEEKDAY","Lakeside",1,118293.4,"EW26"
"2023-12","WEEKDAY","Lavender",0,26980.4666666667,"EW11"
"2023-12","WEEKDAY","Lavender",1,54772.8,"EW11"
"2023-12","WEEKDAY","Lentor",0,5022.66666666667,"TE5"
"2023-12","WEEKDAY","Lentor",1,14083.4,"TE5"
"2023-12","WEEKDAY","Little India",0,19640.7333333333,"DT12"
"2023-12","WEEKDAY","Little India",0,19640.7333333333,"NE7"
"2023-12","WEEKDAY","Little India",1,36606,"DT12"
"2023-12","WEEKDAY","Little India",1,36606,"NE7"
"2023-12","WEEKDAY","Lorong Chuan",0,8562.33333333333,"CC14"
"2023-12","WEEKDAY","Lorong Chuan",1,22038.8,"CC14"
"2023-12","WEEKDAY","MacPherson",0,10557.3333333333,"CC10"
"2023-12","WEEKDAY","MacPherson",0,10557.3333333333,"DT26"
"2023-12","WEEKDAY","MacPherson",1,30282.7,"CC10"
"2023-12","WEEKDAY","MacPherson",1,30282.7,"DT26"
"2023-12","WEEKDAY","Marina Bay",0,2352.6,"CE2"
"2023-12","WEEKDAY","Marina Bay",0,2352.6,"NS27"
"2023-12","WEEKDAY","Marina Bay",0,2352.6,"TE20"
"2023-12","WEEKDAY","Marina Bay",1,6161.26666666667,"CE2"
"2023-12","WEEKDAY","Marina Bay",1,6161.26666666667,"NS27"
"2023-12","WEEKDAY","Marina Bay",1,6161.26666666667,"TE20"
"2023-12","WEEKDAY","Marina South Pier",0,3156.46666666667,"NS28"
"2023-12","WEEKDAY","Marina South Pier",1,4690.8,"NS28"
"2023-12","WEEKDAY","Marsiling",0,27413.5333333333,"NS8"
"2023-12","WEEKDAY","Marsiling",1,67843.2,"NS8"
"2023-12","WEEKDAY","Marymount",0,8721.26666666667,"CC16"
"2023-12","WEEKDAY","Marymount",1,25164,"CC16"
"2023-12","WEEKDAY","Mattar",0,5444.66666666667,"DT25"
"2023-12","WEEKDAY","Mattar",1,16334.4,"DT25"
"2023-12","WEEKDAY","Maxwell",0,12229.0666666667,"TE18"
"2023-12","WEEKDAY","Maxwell",1,18806.4,"TE18"
"2023-12","WEEKDAY","Mayflower",0,12555.0666666667,"TE6"
"2023-12","WEEKDAY","Mayflower",1,29703.6,"TE6"
"2023-12","WEEKDAY","Mountbatten",0,9008.26666666667,"CC7"
"2023-12","WEEKDAY","Mountbatten",1,20653.4,"CC7"
"2023-12","WEEKDAY","Napier",0,6289,"TE12"
"2023-12","WEEKDAY","Napier",1,12447.2,"TE12"
"2023-12","WEEKDAY","Newton",0,41587.9,"DT11"
"2023-12","WEEKDAY","Newton",0,41587.9,"NS21"
"2023-12","WEEKDAY","Newton",1,86497.9,"DT11"
"2023-12","WEEKDAY","Newton",1,86497.9,"NS21"
"2023-12","WEEKDAY","Nicoll Highway",0,6612.66666666667,"CC5"
"2023-12","WEEKDAY","Nicoll Highway",1,15358.6,"CC5"
"2023-12","WEEKDAY","Novena",0,54982.5333333333,"NS20"
"2023-12","WEEKDAY","Novena",1,122376,"NS20"
"2023-12","WEEKDAY","Orchard",0,58089.9,"NS22"
"2023-12","WEEKDAY","Orchard",0,58089.9,"TE14"
"2023-12","WEEKDAY","Orchard",1,92302.6,"NS22"
"2023-12","WEEKDAY","Orchard",1,92302.6,"TE14"
"2023-12","WEEKDAY","Orchard Boulevard",0,5585.4,"TE13"
"2023-12","WEEKDAY","Orchard Boulevard",1,10628,"TE13"
"2023-12","WEEKDAY","Outram Park",0,15217.6,"EW16"
"2023-12","WEEKDAY","Outram Park",0,15217.6,"NE3"
"2023-12","WEEKDAY","Outram Park",0,15217.6,"TE17"
"2023-12","WEEKDAY","Outram Park",1,36426.4,"EW16"
"2023-12","WEEKDAY","Outram Park",1,36426.4,"NE3"
"2023-12","WEEKDAY","Outram Park",1,36426.4,"TE17"
"2023-12","WEEKDAY","Pasir Panjang",0,6187.8,"CC26"
"2023-12","WEEKDAY","Pasir Panjang",1,24898.8,"CC26"
"2023-12","WEEKDAY","Pasir Ris",0,38360.0666666667,"EW1"
"2023-12","WEEKDAY","Pasir Ris",1,95401.8,"EW1"
"2023-12","WEEKDAY","Paya Lebar",0,33224.9,"CC9"
"2023-12","WEEKDAY","Paya Lebar",0,33224.9,"EW8"
"2023-12","WEEKDAY","Paya Lebar",1,71497.1,"CC9"
"2023-12","WEEKDAY","Paya Lebar",1,71497.1,"EW8"
"2023-12","WEEKDAY","Pioneer",0,32868.2666666667,"EW28"
"2023-12","WEEKDAY","Pioneer",1,98701,"EW28"
"2023-12","WEEKDAY","Potong Pasir",0,20661.0666666667,"NE10"
"2023-12","WEEKDAY","Potong Pasir",1,49811.4,"NE10"
"2023-12","WEEKDAY","Promenade",0,16208.0333333333,"CC4"
"2023-12","WEEKDAY","Promenade",0,16208.0333333333,"DT15"
"2023-12","WEEKDAY","Promenade",1,32341.3,"CC4"
"2023-12","WEEKDAY","Promenade",1,32341.3,"DT15"
"2023-12","WEEKDAY","Punggol",0,58986.8,"NE17"
"2023-12","WEEKDAY","Punggol",1,126313,"NE17"
"2023-12","WEEKDAY","Queenstown",0,21237.8,"EW19"
"2023-12","WEEKDAY","Queenstown",1,55350.6,"EW19"
"2023-12","WEEKDAY","Raffles Place",0,36819,"EW14"
"2023-12","WEEKDAY","Raffles Place",0,36819,"NS26"
"2023-12","WEEKDAY","Raffles Place",1,94675.9,"EW14"
"2023-12","WEEKDAY","Raffles Place",1,94675.9,"NS26"
"2023-12","WEEKDAY","Redhill",0,23654.6666666667,"EW18"
"2023-12","WEEKDAY","Redhill",1,62535.6,"EW18"
"2023-12","WEEKDAY","Rochor",0,15014.2666666667,"DT13"
"2023-12","WEEKDAY","Rochor",1,26485.2,"DT13"
"2023-12","WEEKDAY","Sembawang",0,53209.7333333333,"NS11"
"2023-12","WEEKDAY","Sembawang",1,135769.8,"NS11"
"2023-12","WEEKDAY","Sengkang",0,63217.0666666667,"NE16"
"2023-12","WEEKDAY","Sengkang",1,134529.6,"NE16"
"2023-12","WEEKDAY","Serangoon",0,40823.4666666667,"CC13"
"2023-12","WEEKDAY","Serangoon",0,40823.4666666667,"NE12"
"2023-12","WEEKDAY","Serangoon",1,88890.4,"CC13"
"2023-12","WEEKDAY","Serangoon",1,88890.4,"NE12"
"2023-12","WEEKDAY","Shenton Way",0,9396.13333333333,"TE19"
"2023-12","WEEKDAY","Shenton Way",1,28615.2,"TE19"
"2023-12","WEEKDAY","Simei",0,24619.4,"EW3"
"2023-12","WEEKDAY","Simei",1,54849.6,"EW3"
"2023-12","WEEKDAY","Sixth Avenue",0,5488.4,"DT7"
"2023-12","WEEKDAY","Sixth Avenue",1,13910.6,"DT7"
"2023-12","WEEKDAY","Somerset",0,58148.8666666667,"NS23"
"2023-12","WEEKDAY","Somerset",1,98167,"NS23"
"2023-12","WEEKDAY","Springleaf",0,5460.86666666667,"TE4"
"2023-12","WEEKDAY","Springleaf",1,16116.6,"TE4"
"2023-12","WEEKDAY","Stadium",0,12644.1333333333,"CC6"
"2023-12","WEEKDAY","Stadium",1,20839.6,"CC6"
"2023-12","WEEKDAY","Stevens",0,4274.2,"DT10"
"2023-12","WEEKDAY","Stevens",0,4274.2,"TE11"
"2023-12","WEEKDAY","Stevens",1,10256.6,"DT10"
"2023-12","WEEKDAY","Stevens",1,10256.6,"TE11"
"2023-12","WEEKDAY","Tai Seng",0,23304.8666666667,"CC11"
"2023-12","WEEKDAY","Tai Seng",1,85206.4,"CC11"
"2023-12","WEEKDAY","Tampines",0,37063.2666666667,"DT32"
"2023-12","WEEKDAY","Tampines",0,37063.2666666667,"EW2"
"2023-12","WEEKDAY","Tampines",1,87453.2,"DT32"
"2023-12","WEEKDAY","Tampines",1,87453.2,"EW2"
"2023-12","WEEKDAY","Tampines East",0,21413.0666666667,"DT33"
"2023-12","WEEKDAY","Tampines East",1,60626.4,"DT33"
"2023-12","WEEKDAY","Tampines West",0,10854.9333333333,"DT31"
"2023-12","WEEKDAY","Tampines West",1,30845.2,"DT31"
"2023-12","WEEKDAY","Tan Kah Kee",0,4271.8,"DT8"
"2023-12","WEEKDAY","Tan Kah Kee",1,9598,"DT8"
"2023-12","WEEKDAY","Tanah Merah",0,20097.7333333333,"EW4"
"2023-12","WEEKDAY","Tanah Merah",1,53706.8,"EW4"
"2023-12","WEEKDAY","Tanjong Pagar",0,51110.4666666667,"EW15"
"2023-12","WEEKDAY","Tanjong Pagar",1,136176.4,"EW15"
"2023-12","WEEKDAY","Telok Ayer",0,21191.8666666667,"DT18"
"2023-12","WEEKDAY","Telok Ayer",1,54642.6,"DT18"
"2023-12","WEEKDAY","Telok Blangah",0,5974.8,"CC28"
"2023-12","WEEKDAY","Telok Blangah",1,13700.4,"CC28"
"2023-12","WEEKDAY","Tiong Bahru",0,36709.6666666667,"EW17"
"2023-12","WEEKDAY","Tiong Bahru",1,80215.8,"EW17"
"2023-12","WEEKDAY","Toa Payoh",0,54342.9333333333,"NS19"
"2023-12","WEEKDAY","Toa Payoh",1,115756.4,"NS19"
"2023-12","WEEKDAY","Tuas Crescent",0,4200.33333333333,"EW31"
"2023-12","WEEKDAY","Tuas Crescent",1,24835,"EW31"
"2023-12","WEEKDAY","Tuas Link",0,5091,"EW33"
"2023-12","WEEKDAY","Tuas Link",1,18655.6,"EW33"
"2023-12","WEEKDAY","Tuas West Road",0,4973.33333333333,"EW32"
"2023-12","WEEKDAY","Tuas West Road",1,25486,"EW32"
"2023-12","WEEKDAY","Ubi",0,11289.9333333333,"DT27"
"2023-12","WEEKDAY","Ubi",1,36740.2,"DT27"
"2023-12","WEEKDAY","Upper Changi",0,6275,"DT34"
"2023-12","WEEKDAY","Upper Changi",1,17428,"DT34"
"2023-12","WEEKDAY","Upper Thomson",0,11913.4,"TE8"
"2023-12","WEEKDAY","Upper Thomson",1,25408.2,"TE8"
"2023-12","WEEKDAY","Woodlands",0,41721.2333333333,"NS9"
"2023-12","WEEKDAY","Woodlands",0,41721.2333333333,"TE2"
"2023-12","WEEKDAY","Woodlands",1,94669.9,"NS9"
"2023-12","WEEKDAY","Woodlands",1,94669.9,"TE2"
"2023-12","WEEKDAY","Woodlands North",0,6145.2,"TE1"
"2023-12","WEEKDAY","Woodlands North",1,18274.6,"TE1"
"2023-12","WEEKDAY","Woodlands South",0,10597.2,"TE3"
"2023-12","WEEKDAY","Woodlands South",1,30931.4,"TE3"
"2023-12","WEEKDAY","Woodleigh",0,17941.6,"NE11"
"2023-12","WEEKDAY","Woodleigh",1,41122.8,"NE11"
"2023-12","WEEKDAY","Yew Tee",0,39029.6666666667,"NS5"
"2023-12","WEEKDAY","Yew Tee",1,101340.4,"NS5"
"2023-12","WEEKDAY","Yio Chu Kang",0,25568.4,"NS15"
"2023-12","WEEKDAY","Yio Chu Kang",1,74147.4,"NS15"
"2023-12","WEEKDAY","Yishun",0,78563.2666666667,"NS13"
"2023-12","WEEKDAY","Yishun",1,183375,"NS13"
"2023-12","WEEKDAY","one-north",0,18739.6666666667,"CC23"
"2023-12","WEEKDAY","one-north",1,54325.4,"CC23"
"2023-12","WEEKENDS/HOLIDAY","Admiralty",0,29547.6,"NS10"
"2023-12","WEEKENDS/HOLIDAY","Admiralty",1,37917.2,"NS10"
"2023-12","WEEKENDS/HOLIDAY","Aljunied",0,20783.1333333333,"EW9"
"2023-12","WEEKENDS/HOLIDAY","Aljunied",1,30231.2,"EW9"
"2023-12","WEEKENDS/HOLIDAY","Ang Mo Kio",0,37345.0666666667,"NS16"
"2023-12","WEEKENDS/HOLIDAY","Ang Mo Kio",1,46358,"NS16"
"2023-12","WEEKENDS/HOLIDAY","Bartley",0,4168.06666666667,"CC12"
"2023-12","WEEKENDS/HOLIDAY","Bartley",1,5391.8,"CC12"
"2023-12","WEEKENDS/HOLIDAY","Bayfront",0,29832.6666666667,"CE1"
"2023-12","WEEKENDS/HOLIDAY","Bayfront",0,29832.6666666667,"DT16"
"2023-12","WEEKENDS/HOLIDAY","Bayfront",1,35424.1,"CE1"
"2023-12","WEEKENDS/HOLIDAY","Bayfront",1,35424.1,"DT16"
"2023-12","WEEKENDS/HOLIDAY","Beauty World",0,11333.4666666667,"DT5"
"2023-12","WEEKENDS/HOLIDAY","Beauty World",1,14495.4,"DT5"
"2023-12","WEEKENDS/HOLIDAY","Bedok",0,28476.6666666667,"EW5"
"2023-12","WEEKENDS/HOLIDAY","Bedok",1,35775,"EW5"
"2023-12","WEEKENDS/HOLIDAY","Bedok North",0,5272,"DT29"
"2023-12","WEEKENDS/HOLIDAY","Bedok North",1,6808.2,"DT29"
"2023-12","WEEKENDS/HOLIDAY","Bedok Reservoir",0,5648,"DT30"
"2023-12","WEEKENDS/HOLIDAY","Bedok Reservoir",1,7282.2,"DT30"
"2023-12","WEEKENDS/HOLIDAY","Bencoolen",0,5669.86666666667,"DT21"
"2023-12","WEEKENDS/HOLIDAY","Bencoolen",1,6183.2,"DT21"
"2023-12","WEEKENDS/HOLIDAY","Bendemeer",0,2521.13333333333,"DT23"
"2023-12","WEEKENDS/HOLIDAY","Bendemeer",1,3506.8,"DT23"
"2023-12","WEEKENDS/HOLIDAY","Bishan",0,15525,"CC15"
"2023-12","WEEKENDS/HOLIDAY","Bishan",0,15525,"NS17"
"2023-12","WEEKENDS/HOLIDAY","Bishan",1,18729,"CC15"
"2023-12","WEEKENDS/HOLIDAY","Bishan",1,18729,"NS17"
"2023-12","WEEKENDS/HOLIDAY","Boon Keng",0,17052.2666666667,"NE9"
"2023-12","WEEKENDS/HOLIDAY","Boon Keng",1,21500.6,"NE9"
"2023-12","WEEKENDS/HOLIDAY","Boon Lay",0,38850.6,"EW27"
"2023-12","WEEKENDS/HOLIDAY","Boon Lay",1,54842.8,"EW27"
"2023-12","WEEKENDS/HOLIDAY","Botanic Gardens",0,3249.8,"CC19"
"2023-12","WEEKENDS/HOLIDAY","Botanic Gardens",0,3249.8,"DT9"
"2023-12","WEEKENDS/HOLIDAY","Botanic Gardens",1,3682.6,"CC19"
"2023-12","WEEKENDS/HOLIDAY","Botanic Gardens",1,3682.6,"DT9"
"2023-12","WEEKENDS/HOLIDAY","Braddell",0,11037.2,"NS18"
"2023-12","WEEKENDS/HOLIDAY","Braddell",1,13443.2,"NS18"
"2023-12","WEEKENDS/HOLIDAY","Bras Basah",0,3364.53333333333,"CC2"
"2023-12","WEEKENDS/HOLIDAY","Bras Basah",1,4193,"CC2"
"2023-12","WEEKENDS/HOLIDAY","Bright Hill",0,3797.06666666667,"TE7"
"2023-12","WEEKENDS/HOLIDAY","Bright Hill",1,4368.6,"TE7"
"2023-12","WEEKENDS/HOLIDAY","Buangkok",0,16686.3333333333,"NE15"
"2023-12","WEEKENDS/HOLIDAY","Buangkok",1,20152.6,"NE15"
"2023-12","WEEKENDS/HOLIDAY","Bugis",0,29101.9,"DT14"
"2023-12","WEEKENDS/HOLIDAY","Bugis",0,29101.9,"EW12"
"2023-12","WEEKENDS/HOLIDAY","Bugis",1,32640,"DT14"
"2023-12","WEEKENDS/HOLIDAY","Bugis",1,32640,"EW12"
"2023-12","WEEKENDS/HOLIDAY","Bukit Batok",0,21000.4666666667,"NS2"
"2023-12","WEEKENDS/HOLIDAY","Bukit Batok",1,27169.6,"NS2"
"2023-12","WEEKENDS/HOLIDAY","Bukit Gombak",0,15570.2,"NS3"
"2023-12","WEEKENDS/HOLIDAY","Bukit Gombak",1,19104.6,"NS3"
"2023-12","WEEKENDS/HOLIDAY","Bukit Panjang",0,32395,"DT1"
"2023-12","WEEKENDS/HOLIDAY","Bukit Panjang",1,40592.8,"DT1"
"2023-12","WEEKENDS/HOLIDAY","Buona Vista",0,7107.33333333333,"CC22"
"2023-12","WEEKENDS/HOLIDAY","Buona Vista",0,7107.33333333333,"EW21"
"2023-12","WEEKENDS/HOLIDAY","Buona Vista",1,8634.2,"CC22"
"2023-12","WEEKENDS/HOLIDAY","Buona Vista",1,8634.2,"EW21"
"2023-12","WEEKENDS/HOLIDAY","Caldecott",0,1706.8,"CC17"
"2023-12","WEEKENDS/HOLIDAY","Caldecott",0,1706.8,"TE9"
"2023-12","WEEKENDS/HOLIDAY","Caldecott",1,2829.7,"CC17"
"2023-12","WEEKENDS/HOLIDAY","Caldecott",1,2829.7,"TE9"
"2023-12","WEEKENDS/HOLIDAY","Canberra",0,12136.2,"NS12"
"2023-12","WEEKENDS/HOLIDAY","Canberra",1,16405.2,"NS12"
"2023-12","WEEKENDS/HOLIDAY","Cashew",0,1309.8,"DT2"
"2023-12","WEEKENDS/HOLIDAY","Cashew",1,1931.8,"DT2"
"2023-12","WEEKENDS/HOLIDAY","Changi Airport",0,26332.6,"CG2"
