"YEAR_MONTH","day_type","stations","is_peak","AVG_RIDERS","station_code"
"2024-12","WEEKDAY","Botanic Gardens",0,4463.33333333333,"CC19"
"2024-12","WEEKDAY","Botanic Gardens",0,4463.33333333333,"DT9"
"2024-12","WEEKDAY","Botanic Gardens",1,8834.3,"CC19"
"2024-12","WEEKDAY","Botanic Gardens",1,8834.3,"DT9"
"2024-12","WEEKDAY","Braddell",0,22020.4,"NS18"
"2024-12","WEEKDAY","Braddell",1,47731.8,"NS18"
"2024-12","WEEKDAY","Bras Basah",0,6887.73333333333,"CC2"
"2024-12","WEEKDAY","Bras Basah",1,13614,"CC2"
"2024-12","WEEKDAY","Bright Hill",0,8283.53333333333,"TE7"
"2024-12","WEEKDAY","Bright Hill",1,22012.2,"TE7"
"2024-12","WEEKDAY","Buangkok",0,31144.9333333333,"NE15"
"2024-12","WEEKDAY","Buangkok",1,72959.6,"NE15"
"2024-12","WEEKDAY","Bugis",0,50147.2666666667,"DT14"
"2024-12","WEEKDAY","Bugis",0,50147.2666666667,"EW12"
"2024-12","WEEKDAY","Bugis",1,82312.8,"DT14"
"2024-12","WEEKDAY","Bugis",1,82312.8,"EW12"
"2024-12","WEEKDAY","Bukit Batok",0,40945.9333333333,"NS2"
"2024-12","WEEKDAY","Bukit Batok",1,106873.4,"NS2"
"2024-12","WEEKDAY","Bukit Gombak",0,29796.0666666667,"NS3"
"2024-12","WEEKDAY","Bukit Gombak",1,68440.6,"NS3"
"2024-12","WEEKDAY","Bukit Panjang",0,57229.0666666667,"DT1"
"2024-12","WEEKDAY","Bukit Panjang",1,151506.2,"DT1"
"2024-12","WEEKDAY","Buona Vista",0,17153.8666666667,"CC22"
"2024-12","WEEKDAY","Buona Vista",0,17153.8666666667,"EW21"
"2024-12","WEEKDAY","Buona Vista",1,46818.1,"CC22"
"2024-12","WEEKDAY","Buona Vista",1,46818.1,"EW21"
"2024-12","WEEKDAY","Caldecott",0,4105.23333333333,"CC17"
"2024-12","WEEKDAY","Caldecott",0,4105.23333333333,"TE9"
"2024-12","WEEKDAY","Caldecott",1,12416.8,"CC17"
"2024-12","WEEKDAY","Caldecott",1,12416.8,"TE9"
"2024-12","WEEKDAY","Canberra",0,24069.4666666667,"NS12"
"2024-12","WEEKDAY","Canberra",1,65094.8,"NS12"
"2024-12","WEEKDAY","Cashew",0,3179.93333333333,"DT2"
"2024-12","WEEKDAY","Cashew",1,10543,"DT2"
"2024-12","WEEKDAY","Changi Airport",0,38830,"CG2"
"2024-12","WEEKDAY","Changi Airport",1,52663.6,"CG2"
"2024-12","WEEKDAY","Chinatown",0,43896.5333333333,"DT19"
"2024-12","WEEKDAY","Chinatown",0,43896.5333333333,"NE4"
"2024-12","WEEKDAY","Chinatown",1,66449.7,"DT19"
"2024-12","WEEKDAY","Chinatown",1,66449.7,"NE4"
"2024-12","WEEKDAY","Chinese Garden",0,15335,"EW25"
"2024-12","WEEKDAY","Chinese Garden",1,43140.2,"EW25"
"2024-12","WEEKDAY","Choa Chu Kang",0,56554.7333333333,"NS4"
"2024-12","WEEKDAY","Choa Chu Kang",1,133192,"NS4"
"2024-12","WEEKDAY","City Hall",0,39517.1,"EW13"
"2024-12","WEEKDAY","City Hall",0,39517.1,"NS25"
"2024-12","WEEKDAY","City Hall",1,65289.5,"EW13"
"2024-12","WEEKDAY","City Hall",1,65289.5,"NS25"
"2024-12","WEEKDAY","Clarke Quay",0,23819.5333333333,"NE5"
"2024-12","WEEKDAY","Clarke Quay",1,46019.6,"NE5"
"2024-12","WEEKDAY","Clementi",0,67326.3333333333,"EW23"
"2024-12","WEEKDAY","Clementi",1,164759,"EW23"
"2024-12","WEEKDAY","Commonwealth",0,18784.8,"EW20"
"2024-12","WEEKDAY","Commonwealth",1,48743.8,"EW20"
"2024-12","WEEKDAY","Dakota",0,10844.0666666667,"CC8"
"2024-12","WEEKDAY","Dakota",1,24455.4,"CC8"
"2024-12","WEEKDAY","Dhoby Ghaut",0,18743.7333333333,"CC1"
"2024-12","WEEKDAY","Dhoby Ghaut",0,18743.7333333333,"NE6"
"2024-12","WEEKDAY","Dhoby Ghaut",0,18743.7333333333,"NS24"
"2024-12","WEEKDAY","Dhoby Ghaut",1,32037.8666666667,"CC1"
"2024-12","WEEKDAY","Dhoby Ghaut",1,32037.8666666667,"NE6"
"2024-12","WEEKDAY","Dhoby Ghaut",1,32037.8666666667,"NS24"
"2024-12","WEEKDAY","Dover",0,11631.4,"EW22"
"2024-12","WEEKDAY","Dover",1,28147.2,"EW22"
"2024-12","WEEKDAY","Downtown",0,28099.2666666667,"DT17"
"2024-12","WEEKDAY","Downtown",1,71937.6,"DT17"
"2024-12","WEEKDAY","Esplanade",0,12714.4,"CC3"
"2024-12","WEEKDAY","Esplanade",1,21529.6,"CC3"
"2024-12","WEEKDAY","Eunos",0,23531.8,"EW7"
"2024-12","WEEKDAY","Eunos",1,53802.4,"EW7"
"2024-12","WEEKDAY","Expo",0,10719.5,"CG1"
"2024-12","WEEKDAY","Expo",0,10719.5,"DT35"
"2024-12","WEEKDAY","Expo",1,28336.8,"CG1"
"2024-12","WEEKDAY","Expo",1,28336.8,"DT35"
"2024-12","WEEKDAY","Farrer Park",0,44874.0666666667,"NE8"
"2024-12","WEEKDAY","Farrer Park",1,84912.2,"NE8"
"2024-12","WEEKDAY","Farrer Road",0,6877.13333333333,"CC20"
"2024-12","WEEKDAY","Farrer Road",1,17069,"CC20"
"2024-12","WEEKDAY","Fort Canning",0,10104.7333333333,"DT20"
"2024-12","WEEKDAY","Fort Canning",1,21059.6,"DT20"
"2024-12","WEEKDAY","Gardens by The Bay",0,7390,"TE22"
"2024-12","WEEKDAY","Gardens by The Bay",1,11038.2,"TE22"
"2024-12","WEEKDAY","Geylang Bahru",0,8041.26666666667,"DT24"
"2024-12","WEEKDAY","Geylang Bahru",1,21093.2,"DT24"
"2024-12","WEEKDAY","Great World",0,13963.8666666667,"TE15"
"2024-12","WEEKDAY","Great World",1,26147.4,"TE15"
"2024-12","WEEKDAY","Gul Circle",0,4173.4,"EW30"
"2024-12","WEEKDAY","Gul Circle",1,24246.8,"EW30"
"2024-12","WEEKDAY","HarbourFront",0,43159.5,"CC29"
"2024-12","WEEKDAY","HarbourFront",0,43159.5,"NE1"
"2024-12","WEEKDAY","HarbourFront",1,77440.1,"CC29"
"2024-12","WEEKDAY","HarbourFront",1,77440.1,"NE1"
"2024-12","WEEKDAY","Havelock",0,11336.7333333333,"TE16"
"2024-12","WEEKDAY","Havelock",1,23322.8,"TE16"
"2024-12","WEEKDAY","Haw Par Villa",0,9503.4,"CC25"
"2024-12","WEEKDAY","Haw Par Villa",1,27580.6,"CC25"
"2024-12","WEEKDAY","Hillview",0,10209.1333333333,"DT3"
"2024-12","WEEKDAY","Hillview",1,25892.6,"DT3"
"2024-12","WEEKDAY","Holland Village",0,16130.5333333333,"CC21"
"2024-12","WEEKDAY","Holland Village",1,27582.8,"CC21"
"2024-12","WEEKDAY","Hougang",0,45684,"NE14"
"2024-12","WEEKDAY","Hougang",1,103776,"NE14"
"2024-12","WEEKDAY","Jalan Besar",0,15725.2,"DT22"
"2024-12","WEEKDAY","Jalan Besar",1,30075.2,"DT22"
"2024-12","WEEKDAY","Joo Koon",0,18027.5333333333,"EW29"
"2024-12","WEEKDAY","Joo Koon",1,85475.8,"EW29"
"2024-12","WEEKDAY","Jurong East",0,52068.8,"EW24"
"2024-12","WEEKDAY","Jurong East",0,52068.8,"NS1"
"2024-12","WEEKDAY","Jurong East",1,132272.2,"EW24"
"2024-12","WEEKDAY","Jurong East",1,132272.2,"NS1"
"2024-12","WEEKDAY","Kaki Bukit",0,14519.6666666667,"DT28"
"2024-12","WEEKDAY","Kaki Bukit",1,50251.4,"DT28"
"2024-12","WEEKDAY","Kallang",0,17314.3333333333,"EW10"
"2024-12","WEEKDAY","Kallang",1,40459.2,"EW10"
"2024-12","WEEKDAY","Katong Park",0,3774.33333333333,"TE24"
"2024-12","WEEKDAY","Katong Park",1,7465.4,"TE24"
"2024-12","WEEKDAY","Kembangan",0,16125.4,"EW6"
"2024-12","WEEKDAY","Kembangan",1,37787.4,"EW6"
"2024-12","WEEKDAY","Kent Ridge",0,28757.2,"CC24"
"2024-12","WEEKDAY","Kent Ridge",1,72550.4,"CC24"
"2024-12","WEEKDAY","Khatib",0,48460.5333333333,"NS14"
"2024-12","WEEKDAY","Khatib",1,116040,"NS14"
"2024-12","WEEKDAY","King Albert Park",0,8566.06666666667,"DT6"
"2024-12","WEEKDAY","King Albert Park",1,20269.8,"DT6"
"2024-12","WEEKDAY","Kovan",0,32538.7333333333,"NE13"
"2024-12","WEEKDAY","Kovan",1,66342.8,"NE13"
"2024-12","WEEKDAY","Kranji",0,46749.8666666667,"NS7"
"2024-12","WEEKDAY","Kranji",1,91342.8,"NS7"
"2024-12","WEEKDAY","Labrador Park",0,8228,"CC27"
"2024-12","WEEKDAY","Labrador Park",1,33094,"CC27"
"2024-12","WEEKDAY","Lakeside",0,44209.9333333333,"EW26"
"2024-12","WEEKDAY","Lakeside",1,124131.4,"EW26"
"2024-12","WEEKDAY","Lavender",0,28534.4,"EW11"
"2024-12","WEEKDAY","Lavender",1,57241.6,"EW11"
"2024-12","WEEKDAY","Lentor",0,6680.06666666667,"TE5"
"2024-12","WEEKDAY","Lentor",1,18884.2,"TE5"
"2024-12","WEEKDAY","Little India",0,22158.3,"DT12"
"2024-12","WEEKDAY","Little India",0,22158.3,"NE7"
"2024-12","WEEKDAY","Little India",1,40427.1,"DT12"
"2024-12","WEEKDAY","Little India",1,40427.1,"NE7"
"2024-12","WEEKDAY","Lorong Chuan",0,8699.8,"CC14"
"2024-12","WEEKDAY","Lorong Chuan",1,22925,"CC14"
"2024-12","WEEKDAY","MacPherson",0,11853.3666666667,"CC10"
"2024-12","WEEKDAY","MacPherson",0,11853.3666666667,"DT26"
"2024-12","WEEKDAY","MacPherson",1,33359.7,"CC10"
"2024-12","WEEKDAY","MacPherson",1,33359.7,"DT26"
"2024-12","WEEKDAY","Marina Bay",0,3308.73333333333,"CE2"
"2024-12","WEEKDAY","Marina Bay",0,3308.73333333333,"NS27"
"2024-12","WEEKDAY","Marina Bay",0,3308.73333333333,"TE20"
"2024-12","WEEKDAY","Marina Bay",1,7131.06666666667,"CE2"
"2024-12","WEEKDAY","Marina Bay",1,7131.06666666667,"NS27"
"2024-12","WEEKDAY","Marina Bay",1,7131.06666666667,"TE20"
"2024-12","WEEKDAY","Marina South Pier",0,3649.93333333333,"NS28"
"2024-12","WEEKDAY","Marina South Pier",1,5586.4,"NS28"
"2024-12","WEEKDAY","Marine Parade",0,15734.8666666667,"TE26"
"2024-12","WEEKDAY","Marine Parade",1,25112.2,"TE26"
"2024-12","WEEKDAY","Marine Terrace",0,7675.4,"TE27"
"2024-12","WEEKDAY","Marine Terrace",1,14462.8,"TE27"
"2024-12","WEEKDAY","Marsiling",0,28828.2666666667,"NS8"
"2024-12","WEEKDAY","Marsiling",1,70343.4,"NS8"
"2024-12","WEEKDAY","Marymount",0,9062.06666666667,"CC16"
"2024-12","WEEKDAY","Marymount",1,26813.6,"CC16"
"2024-12","WEEKDAY","Mattar",0,6068.73333333333,"DT25"
"2024-12","WEEKDAY","Mattar",1,17448,"DT25"
"2024-12","WEEKDAY","Maxwell",0,17312.1333333333,"TE18"
"2024-12","WEEKDAY","Maxwell",1,26464.4,"TE18"
"2024-12","WEEKDAY","Mayflower",0,15347.7333333333,"TE6"
"2024-12","WEEKDAY","Mayflower",1,36977.6,"TE6"
"2024-12","WEEKDAY","Mountbatten",0,9397.86666666667,"CC7"
"2024-12","WEEKDAY","Mountbatten",1,21004.4,"CC7"
"2024-12","WEEKDAY","Napier",0,7713.86666666667,"TE12"
"2024-12","WEEKDAY","Napier",1,15126.8,"TE12"
"2024-12","WEEKDAY","Newton",0,44769.3,"DT11"
"2024-12","WEEKDAY","Newton",0,44769.3,"NS21"
"2024-12","WEEKDAY","Newton",1,92157.6,"DT11"
"2024-12","WEEKDAY","Newton",1,92157.6,"NS21"
"2024-12","WEEKDAY","Nicoll Highway",0,7312.8,"CC5"
"2024-12","WEEKDAY","Nicoll Highway",1,15588.8,"CC5"
"2024-12","WEEKDAY","Novena",0,59975.4666666667,"NS20"
"2024-12","WEEKDAY","Novena",1,131383.8,"NS20"
"2024-12","WEEKDAY","Orchard",0,65630.8666666667,"NS22"
"2024-12","WEEKDAY","Orchard",0,65630.8666666667,"TE14"
"2024-12","WEEKDAY","Orchard",1,102148.4,"NS22"
"2024-12","WEEKDAY","Orchard",1,102148.4,"TE14"
"2024-12","WEEKDAY","Orchard Boulevard",0,7311.66666666667,"TE13"
"2024-12","WEEKDAY","Orchard Boulevard",1,13160.4,"TE13"
"2024-12","WEEKDAY","Outram Park",0,17342.4222222222,"EW16"
"2024-12","WEEKDAY","Outram Park",0,17342.4222222222,"NE3"
"2024-12","WEEKDAY","Outram Park",0,17342.4222222222,"TE17"
"2024-12","WEEKDAY","Outram Park",1,40381.3333333333,"EW16"
"2024-12","WEEKDAY","Outram Park",1,40381.3333333333,"NE3"
"2024-12","WEEKDAY","Outram Park",1,40381.3333333333,"TE17"
"2024-12","WEEKDAY","Pasir Panjang",0,6887.2,"CC26"
"2024-12","WEEKDAY","Pasir Panjang",1,25659.8,"CC26"
"2024-12","WEEKDAY","Pasir Ris",0,40531.2666666667,"EW1"
"2024-12","WEEKDAY","Pasir Ris",1,96808.4,"EW1"
"2024-12","WEEKDAY","Paya Lebar",0,34511.2333333333,"CC9"
"2024-12","WEEKDAY","Paya Lebar",0,34511.2333333333,"EW8"
"2024-12","WEEKDAY","Paya Lebar",1,74244,"CC9"
"2024-12","WEEKDAY","Paya Lebar",1,74244,"EW8"
"2024-12","WEEKDAY","Pioneer",0,36058.0666666667,"EW28"
"2024-12","WEEKDAY","Pioneer",1,106789.8,"EW28"
"2024-12","WEEKDAY","Potong Pasir",0,22342.2666666667,"NE10"
"2024-12","WEEKDAY","Potong Pasir",1,53285.4,"NE10"
"2024-12","WEEKDAY","Promenade",0,17278.1333333333,"CC4"
"2024-12","WEEKDAY","Promenade",0,17278.1333333333,"DT15"
"2024-12","WEEKDAY","Promenade",1,33735.9,"CC4"
"2024-12","WEEKDAY","Promenade",1,33735.9,"DT15"
"2024-12","WEEKDAY","Punggol",0,65885.2666666667,"NE17"
"2024-12","WEEKDAY","Punggol",1,139520.4,"NE17"
"2024-12","WEEKDAY","Punggol Coast",0,6458.53333333333,"NE18"
"2024-12","WEEKDAY","Punggol Coast",1,12682.4,"NE18"
"2024-12","WEEKDAY","Queenstown",0,22585.6,"EW19"
"2024-12","WEEKDAY","Queenstown",1,58303.8,"EW19"
"2024-12","WEEKDAY","Raffles Place",0,43476.4333333333,"EW14"
"2024-12","WEEKDAY","Raffles Place",0,43476.4333333333,"NS26"
"2024-12","WEEKDAY","Raffles Place",1,104518.8,"EW14"
"2024-12","WEEKDAY","Raffles Place",1,104518.8,"NS26"
"2024-12","WEEKDAY","Redhill",0,25379.8,"EW18"
"2024-12","WEEKDAY","Redhill",1,65735.8,"EW18"
"2024-12","WEEKDAY","Rochor",0,17262.3333333333,"DT13"
"2024-12","WEEKDAY","Rochor",1,28817.4,"DT13"
"2024-12","WEEKDAY","Sembawang",0,57241.1333333333,"NS11"
"2024-12","WEEKDAY","Sembawang",1,144946.2,"NS11"
"2024-12","WEEKDAY","Sengkang",0,67952.9333333333,"NE16"
"2024-12","WEEKDAY","Sengkang",1,145084,"NE16"
"2024-12","WEEKDAY","Serangoon",0,43874.4333333333,"CC13"
"2024-12","WEEKDAY","Serangoon",0,43874.4333333333,"NE12"
"2024-12","WEEKDAY","Serangoon",1,93995.8,"CC13"
"2024-12","WEEKDAY","Serangoon",1,93995.8,"NE12"
"2024-12","WEEKDAY","Shenton Way",0,15385.2,"TE19"
"2024-12","WEEKDAY","Shenton Way",1,45787,"TE19"
"2024-12","WEEKDAY","Siglap",0,5008.2,"TE28"
"2024-12","WEEKDAY","Siglap",1,10556.8,"TE28"
"2024-12","WEEKDAY","Simei",0,25091,"EW3"
"2024-12","WEEKDAY","Simei",1,53257.2,"EW3"
"2024-12","WEEKDAY","Sixth Avenue",0,5401.2,"DT7"
"2024-12","WEEKDAY","Sixth Avenue",1,14310,"DT7"
"2024-12","WEEKDAY","Somerset",0,61805.6666666667,"NS23"
"2024-12","WEEKDAY","Somerset",1,100303,"NS23"
"2024-12","WEEKDAY","Springleaf",0,6468.4,"TE4"
"2024-12","WEEKDAY","Springleaf",1,19868.2,"TE4"
"2024-12","WEEKDAY","Stadium",0,13758.6666666667,"CC6"
"2024-12","WEEKDAY","Stadium",1,21599.6,"CC6"
"2024-12","WEEKDAY","Stevens",0,2412.7,"DT10"
"2024-12","WEEKDAY","Stevens",0,2406.06666666667,"TE11"
"2024-12","WEEKDAY","Stevens",1,5654.4,"DT10"
"2024-12","WEEKDAY","Stevens",1,5742.2,"TE11"
"2024-12","WEEKDAY","Tai Seng",0,25442.8,"CC11"
"2024-12","WEEKDAY","Tai Seng",1,91429,"CC11"
"2024-12","WEEKDAY","Tampines",0,40710.4666666667,"DT32"
"2024-12","WEEKDAY","Tampines",0,40710.4666666667,"EW2"
"2024-12","WEEKDAY","Tampines",1,94028.5,"DT32"
"2024-12","WEEKDAY","Tampines",1,94028.5,"EW2"
"2024-12","WEEKDAY","Tampines East",0,23541.8666666667,"DT33"
"2024-12","WEEKDAY","Tampines East",1,67042,"DT33"
"2024-12","WEEKDAY","Tampines West",0,12341.4666666667,"DT31"
"2024-12","WEEKDAY","Tampines West",1,34461.4,"DT31"
"2024-12","WEEKDAY","Tan Kah Kee",0,4443.73333333333,"DT8"
"2024-12","WEEKDAY","Tan Kah Kee",1,10338.2,"DT8"
"2024-12","WEEKDAY","Tanah Merah",0,20680.4666666667,"EW4"
"2024-12","WEEKDAY","Tanah Merah",1,54461.4,"EW4"
"2024-12","WEEKDAY","Tanjong Katong",0,3800.93333333333,"TE25"
"2024-12","WEEKDAY","Tanjong Katong",1,7608.4,"TE25"
"2024-12","WEEKDAY","Tanjong Pagar",0,55917.7333333333,"EW15"
"2024-12","WEEKDAY","Tanjong Pagar",1,146073.6,"EW15"
"2024-12","WEEKDAY","Tanjong Rhu",0,3601.2,"TE23"
"2024-12","WEEKDAY","Tanjong Rhu",1,6498.8,"TE23"
"2024-12","WEEKDAY","Telok Ayer",0,23444.2,"DT18"
"2024-12","WEEKDAY","Telok Ayer",1,59111,"DT18"
"2024-12","WEEKDAY","Telok Blangah",0,5842.13333333333,"CC28"
"2024-12","WEEKDAY","Telok Blangah",1,13713.4,"CC28"
"2024-12","WEEKDAY","Tiong Bahru",0,38910.3333333333,"EW17"
"2024-12","WEEKDAY","Tiong Bahru",1,83571.8,"EW17"
"2024-12","WEEKDAY","Toa Payoh",0,58693.8666666667,"NS19"
"2024-12","WEEKDAY","Toa Payoh",1,123179.4,"NS19"
"2024-12","WEEKDAY","Tuas Crescent",0,4941.86666666667,"EW31"
"2024-12","WEEKDAY","Tuas Crescent",1,27040.2,"EW31"
"2024-12","WEEKDAY","Tuas Link",0,6863.93333333333,"EW33"
"2024-12","WEEKDAY","Tuas Link",1,23431.8,"EW33"
"2024-12","WEEKDAY","Tuas West Road",0,5771.13333333333,"EW32"
"2024-12","WEEKDAY","Tuas West Road",1,28061.2,"EW32"
"2024-12","WEEKDAY","Ubi",0,12739,"DT27"
"2024-12","WEEKDAY","Ubi",1,40628.8,"DT27"
"2024-12","WEEKDAY","Upper Changi",0,6927.13333333333,"DT34"
"2024-12","WEEKDAY","Upper Changi",1,18525.8,"DT34"
"2024-12","WEEKDAY","Upper Thomson",0,14381.6666666667,"TE8"
"2024-12","WEEKDAY","Upper Thomson",1,30258,"TE8"
"2024-12","WEEKDAY","Woodlands",0,46664.0666666667,"NS9"
"2024-12","WEEKDAY","Woodlands",0,46664.0666666667,"TE2"
"2024-12","WEEKDAY","Woodlands",1,104630.5,"NS9"
"2024-12","WEEKDAY","Woodlands",1,104630.5,"TE2"
"2024-12","WEEKDAY","Woodlands North",0,6607.8,"TE1"
"2024-12","WEEKDAY","Woodlands North",1,21479,"TE1"
"2024-12","WEEKDAY","Woodlands South",0,15516.8,"TE3"
"2024-12","WEEKDAY","Woodlands South",1,40772.4,"TE3"
"2024-12","WEEKDAY","Woodleigh",0,21012.4,"NE11"
"2024-12","WEEKDAY","Woodleigh",1,46619,"NE11"
"2024-12","WEEKDAY","Yew Tee",0,41892.4,"NS5"
"2024-12","WEEKDAY","Yew Tee",1,107339.6,"NS5"
"2024-12","WEEKDAY","Yio Chu Kang",0,27074.6666666667,"NS15"
"2024-12","WEEKDAY","Yio Chu Kang",1,78344.2,"NS15"
"2024-12","WEEKDAY","Yishun",0,80897.3333333333,"NS13"
"2024-12","WEEKDAY","Yishun",1,186561.4,"NS13"
"2024-12","WEEKDAY","one-north",0,20730.7333333333,"CC23"
"2024-12","WEEKDAY","one-north",1,58539.6,"CC23"
"2024-12","WEEKENDS/HOLIDAY","Admiralty",0,26683.2,"NS10"
"2024-12","WEEKENDS/HOLIDAY","Admiralty",1,34455.4,"NS10"
"2024-12","WEEKENDS/HOLIDAY","Aljunied",0,19026.2666666667,"EW9"
"2024-12","WEEKENDS/HOLIDAY","Aljunied",1,27685,"EW9"
"2024-12","WEEKENDS/HOLIDAY","Ang Mo Kio",0,32932.9333333333,"NS16"
"2024-12","WEEKENDS/HOLIDAY","Ang Mo Kio",1,41128.6,"NS16"
"2024-12","WEEKENDS/HOLIDAY","Bartley",0,3844.33333333333,"CC12"
"2024-12","WEEKENDS/HOLIDAY","Bartley",1,4854,"CC12"
"2024-12","WEEKENDS/HOLIDAY","Bayfront",0,24357.9,"CE1"
"2024-12","WEEKENDS/HOLIDAY","Bayfront",0,24357.9,"DT16"
"2024-12","WEEKENDS/HOLIDAY","Bayfront",1,30018.8,"CE1"
"2024-12","WEEKENDS/HOLIDAY","Bayfront",1,30018.8,"DT16"
"2024-12","WEEKENDS/HOLIDAY","Bayshore",0,2227.06666666667,"TE29"
"2024-12","WEEKENDS/HOLIDAY","Bayshore",1,2889.4,"TE29"
"2024-12","WEEKENDS/HOLIDAY","Beauty World",0,11254.2,"DT5"
"2024-12","WEEKENDS/HOLIDAY","Beauty World",1,14144.6,"DT5"
"2024-12","WEEKENDS/HOLIDAY","Bedok",0,24600.3333333333,"EW5"
"2024-12","WEEKENDS/HOLIDAY","Bedok",1,31395.6,"EW5"
"2024-12","WEEKENDS/HOLIDAY","Bedok North",0,4869.4,"DT29"
"2024-12","WEEKENDS/HOLIDAY","Bedok North",1,6279.8,"DT29"
"2024-12","WEEKENDS/HOLIDAY","Bedok Reservoir",0,5327.06666666667,"DT30"
"2024-12","WEEKENDS/HOLIDAY","Bedok Reservoir",1,6817.6,"DT30"
"2024-12","WEEKENDS/HOLIDAY","Bencoolen",0,5306.2,"DT21"
"2024-12","WEEKENDS/HOLIDAY","Bencoolen",1,5830.8,"DT21"
"2024-12","WEEKENDS/HOLIDAY","Bendemeer",0,2431.93333333333,"DT23"
"2024-12","WEEKENDS/HOLIDAY","Bendemeer",1,3175.6,"DT23"
"2024-12","WEEKENDS/HOLIDAY","Bishan",0,8585.46666666667,"CC15"
"2024-12","WEEKENDS/HOLIDAY","Bishan",0,8585.46666666667,"NS17"
"2024-12","WEEKENDS/HOLIDAY","Bishan",1,10551,"CC15"
"2024-12","WEEKENDS/HOLIDAY","Bishan",1,10551,"NS17"
"2024-12","WEEKENDS/HOLIDAY","Boon Keng",0,15643.1333333333,"NE9"
"2024-12","WEEKENDS/HOLIDAY","Boon Keng",1,19989,"NE9"
"2024-12","WEEKENDS/HOLIDAY","Boon Lay",0,35227.4666666667,"EW27"
"2024-12","WEEKENDS/HOLIDAY","Boon Lay",1,49990.4,"EW27"
"2024-12","WEEKENDS/HOLIDAY","Botanic Gardens",0,2943.93333333333,"CC19"
"2024-12","WEEKENDS/HOLIDAY","Botanic Gardens",0,2943.93333333333,"DT9"
"2024-12","WEEKENDS/HOLIDAY","Botanic Gardens",1,3430.1,"CC19"
"2024-12","WEEKENDS/HOLIDAY","Botanic Gardens",1,3430.1,"DT9"
"2024-12","WEEKENDS/HOLIDAY","Braddell",0,10115.9333333333,"NS18"
"2024-12","WEEKENDS/HOLIDAY","Braddell",1,12308,"NS18"
"2024-12","WEEKENDS/HOLIDAY","Bras Basah",0,3021.6,"CC2"
"2024-12","WEEKENDS/HOLIDAY","Bras Basah",1,3784.2,"CC2"
"2024-12","WEEKENDS/HOLIDAY","Bright Hill",0,3948.66666666667,"TE7"
"2024-12","WEEKENDS/HOLIDAY","Bright Hill",1,4803.6,"TE7"
"2024-12","WEEKENDS/HOLIDAY","Buangkok",0,15393.4,"NE15"
"2024-12","WEEKENDS/HOLIDAY","Buangkok",1,18513.4,"NE15"
"2024-12","WEEKENDS/HOLIDAY","Bugis",0,27089.3333333333,"DT14"
"2024-12","WEEKENDS/HOLIDAY","Bugis",0,27089.3333333333,"EW12"
"2024-12","WEEKENDS/HOLIDAY","Bugis",1,30116.4,"DT14"
"2024-12","WEEKENDS/HOLIDAY","Bugis",1,30116.4,"EW12"
"2024-12","WEEKENDS/HOLIDAY","Bukit Batok",0,19536.1333333333,"NS2"
"2024-12","WEEKENDS/HOLIDAY","Bukit Batok",1,25661.2,"NS2"
"2024-12","WEEKENDS/HOLIDAY","Bukit Gombak",0,14591.6666666667,"NS3"
"2024-12","WEEKENDS/HOLIDAY","Bukit Gombak",1,18518.8,"NS3"
"2024-12","WEEKENDS/HOLIDAY","Bukit Panjang",0,29012.9333333333,"DT1"
"2024-12","WEEKENDS/HOLIDAY","Bukit Panjang",1,37442,"DT1"
"2024-12","WEEKENDS/HOLIDAY","Buona Vista",0,6630.13333333333,"CC22"
"2024-12","WEEKENDS/HOLIDAY","Buona Vista",0,6630.13333333333,"EW21"
"2024-12","WEEKENDS/HOLIDAY","Buona Vista",1,8092.9,"CC22"
"2024-12","WEEKENDS/HOLIDAY","Buona Vista",1,8092.9,"EW21"
"2024-12","WEEKENDS/HOLIDAY","Caldecott",0,1605.93333333333,"CC17"
"2024-12","WEEKENDS/HOLIDAY","Caldecott",0,1605.93333333333,"TE9"
"2024-12","WEEKENDS/HOLIDAY","Caldecott",1,2473.8,"CC17"
"2024-12","WEEKENDS/HOLIDAY","Caldecott",1,2473.8,"TE9"
"2024-12","WEEKENDS/HOLIDAY","Canberra",0,12150.6,"NS12"
"2024-12","WEEKENDS/HOLIDAY","Canberra",1,16287,"NS12"
"2024-12","WEEKENDS/HOLIDAY","Cashew",0,1263.66666666667,"DT2"
"2024-12","WEEKENDS/HOLIDAY","Cashew",1,1915,"DT2"
"2024-12","WEEKENDS/HOLIDAY","Changi Airport",0,22301.2666666667,"CG2"
"2024-12","WEEKENDS/HOLIDAY","Changi Airport",1,24821.8,"CG2"
"2024-12","WEEKENDS/HOLIDAY","Chinatown",0,22430.8,"DT19"
"2024-12","WEEKENDS/HOLIDAY","Chinatown",0,22430.8,"NE4"
"2024-12","WEEKENDS/HOLIDAY","Chinatown",1,24883.7,"DT19"
"2024-12","WEEKENDS/HOLIDAY","Chinatown",1,24883.7,"NE4"
"2024-12","WEEKENDS/HOLIDAY","Chinese Garden",0,9271.13333333333,"EW25"
"2024-12","WEEKENDS/HOLIDAY","Chinese Garden",1,13710,"EW25"
"2024-12","WEEKENDS/HOLIDAY","Choa Chu Kang",0,26907.0666666667,"NS4"
"2024-12","WEEKENDS/HOLIDAY","Choa Chu Kang",1,34891.2,"NS4"
"2024-12","WEEKENDS/HOLIDAY","City Hall",0,26310.9666666667,"EW13"
