"station_code","stations","line","line_code","line_number","join_station","is_interchange","avg_bus_score","avg_walk_score","Score","Reachable_Stations","Reachable_Count","MRT_Score","avg_mrt_score"
"DT23","Bendemeer","Downtown Line","DTL",23,"bendemeer",0,0.588814282994932,0.00350877192982456,0.203190488177934,"JALAN BESAR MRT STATION (DT22)/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/KALLANG MRT STATION (EW10)/FARRER PARK MRT STATION (NE8)/BOON KENG MRT STATION (NE9)/FARRER PARK MRT STATION/ROCHOR MRT STATION (DT13)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/BOON KENG MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/ESPLANADE MRT STATION (CC3)/NICOLL HIGHWAY MRT STATION (CC5)/GEYLANG BAHRU MRT STATION (DT24)/CITY HALL MRT STATION (EW13 / NS25)/CITY HALL MRT STATION/ALJUNIED MRT STATION (EW9)/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION",27,0.5625,0.5625
"DT24","Geylang Bahru","Downtown Line","DTL",24,"geylangbahru",0,0.41621097210841,0,0.083242194421682,NA,0,0,0
"DT25","Mattar","Downtown Line","DTL",25,"mattar",0,0.439855104996588,0,0.128596020999318,"KALLANG MRT STATION (EW10)/ALJUNIED MRT STATION (EW9)/WOODLEIGH MRT STATION (NE11)/WOODLEIGH MRT STATION/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION/MACPHERSON MRT STATION (DT26)/PAYA LEBAR MRT STATION (CC9)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (EW8)/MACPHERSON MRT STATION/TAI SENG MRT STATION (CC11)/UBI MRT STATION (DT27)",13,0.270833333333333,0.270833333333333
"DT26","MacPherson","Downtown Line","DTL",26,"macpherson",1,0.551148709999841,0,0.501896408666635,"KAKI BUKIT MRT STATION (DT28)/UBI MRT STATION (DT27)/TAI SENG MRT STATION (CC11)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION/MACPHERSON MRT STATION (DT26)/PAYA LEBAR MRT STATION (CC9)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (EW8)/MATTAR MRT STATION (DT25)/ALJUNIED MRT STATION (EW9)/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/EUNOS MRT STATION (EW7)",14,0.291666666666667,0.277777777777778
"DT27","Ubi","Downtown Line","DTL",27,"ubi",0,0.471023259692982,0,0.128579651938596,"KAKI BUKIT MRT STATION (DT28)/TAI SENG MRT STATION (CC11)/MACPHERSON MRT STATION/EUNOS MRT STATION (EW7)/KIM CHUAN UNDERGROUND MRT DEPOT/BEDOK NORTH MRT STATION (DT29)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/MATTAR MRT STATION (DT25)",11,0.229166666666667,0.229166666666667
"DT28","Kaki Bukit","Downtown Line","DTL",28,"kakibukit",0,0.439906162593359,0,0.0879812325186719,NA,0,0,0
"DT29","Bedok North","Downtown Line","DTL",29,"bedoknorth",0,0.517274552785344,0,0.103454910557069,NA,0,0,0
"DT30","Bedok Reservoir","Downtown Line","DTL",30,"bedokreservoir",0,0.439066228980196,0,0.0878132457960392,NA,0,0,0
"DT31","Tampines West","Downtown Line","DTL",31,"tampineswest",0,0.560777599245951,0,0.11215551984919,NA,0,0,0
"DT32","Tampines","Downtown Line","DTL",32,"tampines",1,0.613876977792597,0,0.488400395558519,"TAMPINES MRT STATION (EW2)/TAMPINES WEST MRT STATION (DT31)/TAMPINES EAST MRT STATION (DT33)/BEDOK RESERVOIR MRT STATION (DT30)/PASIR RIS MRT STATION (EW1)",5,0.104166666666667,0.104166666666667
"DT33","Tampines East","Downtown Line","DTL",33,"tampineseast",0,0.466992291751477,0,0.0933984583502954,NA,0,0,0
"DT34","Upper Changi","Downtown Line","DTL",34,"upperchangi",0,0.400409326787802,0,0.0800818653575604,NA,0,0,0
"DT35","Expo","Downtown Line","DTL",35,"expo",1,0.38752681817886,0,0.446255363635772,"EXPO MRT STATION (DT35)/TAMPINES EAST MRT STATION (DT33)/SIMEI MRT STATION (EW3)/UPPER CHANGI MRT STATION (DT34)/TANAH MERAH MRT STATION (EW4)/XILIN MRT STATION (DT36)",6,0.125,0.125
"EW1","Pasir Ris","East West Line","EWL",1,"pasirris",0,0.6051749144959,0,0.12103498289918,NA,0,0,0
"EW2","Tampines","East West Line","EWL",2,"tampines",1,0.613876977792597,0,0.488400395558519,"TAMPINES MRT STATION (EW2)/TAMPINES WEST MRT STATION (DT31)/TAMPINES EAST MRT STATION (DT33)/BEDOK RESERVOIR MRT STATION (DT30)/PASIR RIS MRT STATION (EW1)",5,0.104166666666667,0.104166666666667
"EW3","Simei","East West Line","EWL",3,"simei",0,0.397400860117841,0,0.0982301720235682,"UPPER CHANGI MRT STATION (DT34)/TAMPINES EAST MRT STATION (DT33)/EXPO MRT STATION (DT35)/EXPO MRT STATION (CG1)/TAMPINES WEST MRT STATION (DT31)/TANAH MERAH MRT STATION (EW4)",6,0.125,0.125
"EW4","Tanah Merah","East West Line","EWL",4,"tanahmerah",0,0.408716846725834,0,0.0817433693451667,NA,0,0,0
"EW5","Bedok","East West Line","EWL",5,"bedok",0,0.514190913763052,0,0.12158818275261,"BEDOK RESERVOIR MRT STATION (DT30)/KEMBANGAN MRT STATION (EW6)/BEDOK NORTH MRT STATION (DT29)/TANAH MERAH MRT STATION (EW4)/SIGLAP MRT STATION (TE28)/BAYSHORE MRT STATION (TE29)",6,0.125,0.125
"EW6","Kembangan","East West Line","EWL",6,"kembangan",0,0.491681025063904,0,0.113961205012781,"PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/EUNOS MRT STATION (EW7)/BEDOK MRT STATION (EW5)/MARINE TERRACE MRT STATION (TE27)",5,0.104166666666667,0.104166666666667
"EW7","Eunos","East West Line","EWL",7,"eunos",0,0.494761234549699,0,0.13957724690994,"PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/ALJUNIED MRT STATION (EW9)/KEMBANGAN MRT STATION (EW6)/UBI MRT STATION (DT27)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/MACPHERSON MRT STATION/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/MARINE TERRACE MRT STATION (TE27)/KAKI BUKIT MRT STATION (DT28)/MARINE PARADE MRT STATION (TE26)",13,0.270833333333333,0.270833333333333
"EW8","Paya Lebar","East West Line","EWL",8,"payalebar",1,0.513855925885902,0,0.45277118517718,NA,0,0,0
"EW9","Aljunied","East West Line","EWL",9,"aljunied",0,0.500531476931662,0,0.143856295386332,"KALLANG MRT STATION (EW10)/MATTAR MRT STATION (DT25)/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/MOUNTBATTEN MRT STATION (CC7)/MOUNTBATTEN MRT STATION/BENDEMEER MRT STATION (DT23)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/MACPHERSON MRT STATION/EUNOS MRT STATION (EW7)/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION/TAI SENG MRT STATION (CC11)",14,0.291666666666667,0.291666666666667
"EW10","Kallang","East West Line","EWL",10,"kallang",0,0.51062716509621,0,0.177125433019242,"MOUNTBATTEN MRT STATION (CC7)/MOUNTBATTEN MRT STATION/GEYLANG BAHRU MRT STATION (DT24)/BENDEMEER MRT STATION (DT23)/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/NICOLL HIGHWAY MRT STATION (CC5)/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/BUGIS MRT STATION (DT14)/ALJUNIED MRT STATION (EW9)/ROCHOR MRT STATION (DT13)/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/BUGIS MRT STATION/FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/DAKOTA MRT STATION (CC8)/MATTAR MRT STATION (DT25)/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/DAKOTA MRT STATION/STADIUM MRT STATION (CC6)/KATONG PARK MRT STATION (TE24)",24,0.5,0.5
"EW11","Lavender","East West Line","EWL",11,"lavender",0,0.539126748693492,0.0037037037037037,0.190186460849809,"NICOLL HIGHWAY MRT STATION (CC5)/BENDEMEER MRT STATION (DT23)/CITY HALL MRT STATION (EW13 / NS25)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/LAVENDER MRT STATION (EW11)/BUGIS MRT STATION/CITY HALL MRT STATION/PROMENADE MRT STATION (CC4)/PROMENADE MRT STATION (DT15)/KALLANG MRT STATION (EW10)/ROCHOR MRT STATION (DT13)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/JALAN BESAR MRT STATION (DT22)/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/GEYLANG BAHRU MRT STATION (DT24)/FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION",26,0.541666666666667,0.541666666666667
"EW12","Bugis","East West Line","EWL",12,"bugis",1,0.660293985359954,0.018018018018018,0.632255869144063,"RAFFLES PLACE MRT STATION (EW14 / NS26)/ROCHOR MRT STATION (DT13)/CITY HALL MRT STATION (EW13 / NS25)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/FARRER PARK MRT STATION (NE8)/JALAN BESAR MRT STATION (DT22)/LAVENDER MRT STATION (EW11)/RAFFLES PLACE MRT STATION/CITY HALL MRT STATION/FARRER PARK MRT STATION/LAVENDER MRT STATION/PROMENADE MRT STATION (DT15)/BENDEMEER MRT STATION (DT23)/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/FORT CANNING MRT STATION (DT20)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/MAXWELL MRT STATION (TE18)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/OUTRAM PARK MRT STATION/PROMENADE MRT STATION (CC4)/TELOK AYER MRT STATION (DT18)/SOMERSET MRT STATION (NS23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/SOMERSET MRT STATION/KALLANG MRT STATION (EW10)/NICOLL HIGHWAY MRT STATION (CC5)/BOON KENG MRT STATION (NE9)/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/BOON KENG MRT STATION/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/NOVENA MRT STATION (NS20)",48,1,0.965277777777778
"EW13","City Hall","East West Line","EWL",13,"cityhall",1,0.753754960028151,0.0282828282828283,0.509235840490479,NA,0,0,0
"EW14","Raffles Place","East West Line","EWL",14,"rafflesplace",1,0.643184019682095,0.0253333333333333,0.486236803936419,NA,0,0,0
"EW15","Tanjong Pagar","East West Line","EWL",15,"tanjongpagar",0,0.683458056436675,0.0266666666666667,0.144691611287335,NA,0,0,0
"EW16","Outram Park","East West Line","EWL",16,"outrampark",1,0.586356565222009,0.00277777777777778,0.468104646377735,NA,0,0,0
"EW17","Tiong Bahru","East West Line","EWL",17,"tiongbahru",0,0.513165893787882,0,0.102633178757576,NA,0,0,0
"EW18","Redhill","East West Line","EWL",18,"redhill",0,0.440066380510978,0,0.109888276102196,"QUEENSTOWN MRT STATION (EW19)/TIONG BAHRU MRT STATION (EW17)/TIONG BAHRU MRT STATION/NAPIER MRT STATION (TE12)/ORCHARD BOULEVARD MRT STATION (TE13)/HAVELOCK MRT STATION (TE16)/GREAT WORLD MRT STATION (TE15)",7,0.145833333333333,0.145833333333333
"EW19","Queenstown","East West Line","EWL",19,"queenstown",0,0.512464052431438,0,0.124367810486288,"BUONA VISTA MRT STATION (CC22)/COMMONWEALTH MRT STATION (EW20)/REDHILL MRT STATION (EW18)/BUONA VISTA MRT STATION (EW21)/BUONA VISTA MRT STATION/TIONG BAHRU MRT STATION (EW17)/TIONG BAHRU MRT STATION",7,0.145833333333333,0.145833333333333
"EW20","Commonwealth","East West Line","EWL",20,"commonwealth",0,0.363699198975034,0,0.100864839795007,"BUONA VISTA MRT STATION (EW21)/BUONA VISTA MRT STATION (CC22)/BUONA VISTA MRT STATION/FARRER ROAD MRT STATION (CC20)/QUEENSTOWN MRT STATION (EW19)/ONE-NORTH MRT STATION (CC23)/HOLLAND VILLAGE MRT STATION (CC21)/DOVER MRT STATION (EW22)/KENT RIDGE MRT STATION (CC24)",9,0.1875,0.1875
"EW21","Buona Vista","East West Line","EWL",21,"buonavista",1,0.499707621009821,0,0.449941524201964,NA,0,0,0
"EW22","Dover","East West Line","EWL",22,"dover",0,0.397288791246807,0,0.104457758249361,"BUONA VISTA MRT STATION (EW21)/CLEMENTI MRT STATION (EW23)/BUONA VISTA MRT STATION (CC22)/COMMONWEALTH MRT STATION (EW20)/BUONA VISTA MRT STATION/ONE-NORTH MRT STATION (CC23)/KENT RIDGE MRT STATION (CC24)/HOLLAND VILLAGE MRT STATION (CC21)",8,0.166666666666667,0.166666666666667
"EW23","Clementi","East West Line","EWL",23,"clementi",0,0.493817173341744,0,0.108138434668349,"DOVER MRT STATION (EW22)/JURONG TOWN HALL MRT STATION/PANDAN RESERVOIR MRT STATION",3,0.0625,0.0625
"EW24","Jurong East","East West Line","EWL",24,"jurongeast",1,0.607203199707821,0,0.471440639941564,NA,0,0,0
"EW25","Chinese Garden","East West Line","EWL",25,"chinesegarden",0,0.489036348372396,0,0.0978072696744792,NA,0,0,0
"EW26","Lakeside","East West Line","EWL",26,"lakeside",0,0.373588695906856,0,0.0934677391813712,"JURONG WEST MRT STATION (JS6)/BOON LAY MRT STATION (JS8)/BOON LAY MRT STATION (EW27)/CHINESE GARDEN MRT STATION (EW25)/CORPORATION MRT STATION (JS5)/BUKIT BATOK WEST MRT STATION",6,0.125,0.125
"EW27","Boon Lay","East West Line","EWL",27,"boonlay",0,0.524286698445359,0,0.104857339689072,NA,0,0,0
"EW28","Pioneer","East West Line","EWL",28,"pioneer",0,0.484901069282873,0,0.121980213856575,"BAHAR JUNCTION MRT STATION (JS7)/BOON LAY MRT STATION (JS8)/BOON LAY MRT STATION (EW27)/ENTERPRISE MRT STATION/GEK POH MRT STATION/TAWAS MRT STATION/JOO KOON MRT STATION (EW29)/JURONG WEST MRT STATION (JS6)",8,0.166666666666667,0.166666666666667
"EW29","Joo Koon","East West Line","EWL",29,"jookoon",0,0.484666402328989,0,0.0969332804657978,NA,0,0,0
"EW30","Gul Circle","East West Line","EWL",30,"gulcircle",0,0.161555467442996,0,0.0323110934885993,NA,0,0,0
"EW31","Tuas Crescent","East West Line","EWL",31,"tuascrescent",0,0.208807412563312,0,0.0417614825126623,NA,0,0,0
"EW32","Tuas West Road","East West Line","EWL",32,"tuaswestroad",0,0.335433238386912,0,0.0670866476773823,NA,0,0,0
"EW33","Tuas Link","East West Line","EWL",33,"tuaslink",0,0.443619447052904,0,0.0887238894105808,NA,0,0,0
"NE1","HarbourFront","North East Line","NEL",1,"harbourfront",1,0.633144196416274,0,0.495378839283255,"HARBOURFRONT MRT STATION (NE1 / CC29)/TELOK BLANGAH MRT STATION (CC28)/LABRADOR PARK MRT STATION/LABRADOR PARK MRT STATION (CC27)/KEPPEL MRT STATION (CC30)/CANTONMENT MRT STATION (CC31)",6,0.125,0.125
"NE3","Outram Park","North East Line","NEL",3,"outrampark",1,0.586356565222009,0.00277777777777778,0.468104646377735,NA,0,0,0
"NE4","Chinatown","North East Line","NEL",4,"chinatown",1,0.554983411209192,0.0380952380952381,0.592216920337077,"CHINATOWN MRT STATION (DT19)/CANTONMENT MRT STATION (CC31)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/KEPPEL MRT STATION (CC30)/MAXWELL MRT STATION (TE18)/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/FORT CANNING MRT STATION (DT20)/CLARKE QUAY MRT STATION/OUTRAM PARK MRT STATION/CITY HALL MRT STATION/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/HAVELOCK MRT STATION (TE16)/TIONG BAHRU MRT STATION (EW17)/BENCOOLEN MRT STATION (DT21)/ESPLANADE MRT STATION (CC3)/TIONG BAHRU MRT STATION/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/GREAT WORLD MRT STATION (TE15)/RAFFLES PLACE MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/SOMERSET MRT STATION/ROCHOR MRT STATION (DT13)/JALAN BESAR MRT STATION (DT22)/SOMERSET MRT STATION (NS23)",38,0.791666666666667,0.798611111111111
"NE5","Clarke Quay","North East Line","NEL",5,"clarkequay",0,0.562698401218331,0.0222222222222222,0.119206346910333,NA,0,0,0
"NE6","Dhoby Ghaut","North East Line","NEL",6,"dhobyghaut",1,0.61542794822742,0.0318181818181818,0.482631044190939,NA,0,0,0
"NE7","Little India","North East Line","NEL",7,"littleindia",1,0.496746707230528,0,0.449349341446106,NA,0,0,0
"NE8","Farrer Park","North East Line","NEL",8,"farrerpark",0,0.45228194157251,0,0.0904563883145019,NA,0,0,0
"NE9","Boon Keng","North East Line","NEL",9,"boonkeng",0,0.489735648300937,0,0.0979471296601874,NA,0,0,0
"NE10","Potong Pasir","North East Line","NEL",10,"potongpasir",0,0.511744169547766,0.00666666666666667,0.104348833909553,NA,0,0,0
"NE11","Woodleigh","North East Line","NEL",11,"woodleigh",0,0.422584794918667,0.00952380952380952,0.131124101840876,"BOON KENG MRT STATION (NE9)/POTONG PASIR MRT STATION (NE10)/WOODLEIGH MRT STATION (NE11)/BOON KENG MRT STATION/POTONG PASIR MRT STATION/LORONG CHUAN MRT STATION (CC14)/SERANGOON MRT STATION (CC13)/SERANGOON MRT STATION (NE12)/LORONG CHUAN MRT STATION/SERANGOON MRT STATION/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION/GEYLANG BAHRU MRT STATION (DT24)/MATTAR MRT STATION (DT25)",14,0.291666666666667,0.291666666666667
"NE12","Serangoon","North East Line","NEL",12,"serangoon",1,0.537303479978212,0,0.496002362662309,"SERANGOON MRT STATION (CC13)/WOODLEIGH MRT STATION (NE11)/SERANGOON MRT STATION (NE12)/WOODLEIGH MRT STATION/POTONG PASIR MRT STATION (NE10)/KOVAN MRT STATION/POTONG PASIR MRT STATION/LORONG CHUAN MRT STATION (CC14)/LORONG CHUAN MRT STATION/KOVAN MRT STATION (NE13)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION",12,0.25,0.256944444444444
"NE13","Kovan","North East Line","NEL",13,"kovan",0,0.476360443737874,0,0.120272088747575,"SERANGOON MRT STATION (CC13)/KOVAN MRT STATION (NE13)/HOUGANG MRT STATION (NE14)/SERANGOON MRT STATION (NE12)/SERANGOON MRT STATION/HOUGANG MRT STATION/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION",8,0.166666666666667,0.166666666666667
"NE14","Hougang","North East Line","NEL",14,"hougang",0,0.557643140600182,0,0.130278628120036,"KOVAN MRT STATION (NE13)/HOUGANG MRT STATION (NE14)/KOVAN MRT STATION/BUANGKOK MRT STATION (NE15)/BUANGKOK MRT STATION/SENGKANG MRT STATION (NE16)",6,0.125,0.125
"NE15","Buangkok","North East Line","NEL",15,"buangkok",0,0.602223964049134,0,0.132944792809827,"SENGKANG MRT STATION (NE16)/BUANGKOK MRT STATION (NE15)/HOUGANG MRT STATION (NE14)/HOUGANG MRT STATION",4,0.0833333333333333,0.0833333333333333
"NE16","Sengkang","North East Line","NEL",16,"sengkang",0,0.616867758713094,0,0.138998551742619,"BUANGKOK MRT STATION (NE15)/BUANGKOK MRT STATION/PUNGGOL MRT STATION (NE17)/HOUGANG MRT STATION (NE14)/HOUGANG MRT STATION",5,0.104166666666667,0.104166666666667
"NE17","Punggol","North East Line","NEL",17,"punggol",0,0.417614825126623,0,0.0897729650253247,"SENGKANG MRT STATION (NE16)/PUNGGOL COAST MRT STATION (NE18)",2,0.0416666666666667,0.0416666666666667
"NE18","Punggol Coast","North East Line","NEL",18,"punggolcoast",0,0.323110934885993,0,0.0646221869771986,NA,0,0,0
"NS1","Jurong East","North South Line","NSL",1,"jurongeast",1,0.607203199707821,0,0.471440639941564,NA,0,0,0
"NS2","Bukit Batok","North South Line","NSL",2,"bukitbatok",0,0.450528854964588,0,0.0901057709929175,NA,0,0,0
"NS3","Bukit Gombak","North South Line","NSL",3,"bukitgombak",0,0.300760409151871,0,0.0601520818303742,NA,0,0,0
"NS4","Choa Chu Kang","North South Line","NSL",4,"choachukang",0,0.51933923156403,0,0.103867846312806,NA,0,0,0
"NS5","Yew Tee","North South Line","NSL",5,"yewtee",0,0.323110934885993,0,0.0646221869771986,NA,0,0,0
"NS7","Kranji","North South Line","NSL",7,"kranji",0,0.512118715367254,0,0.105548743073451,"MARSILING MRT STATION (NS8)",1,0.0208333333333333,0.0208333333333333
"NS8","Marsiling","North South Line","NSL",8,"marsiling",0,0.640148394209067,0,0.137404678841813,"WOODLANDS MRT STATION (TE2)/WOODLANDS MRT STATION (NS9)/KRANJI MRT STATION (NS7)",3,0.0625,0.0625
"NS9","Woodlands","North South Line","NSL",9,"woodlands",1,0.588321063582374,0,0.480164212716475,"WOODLANDS MRT STATION (TE2)/MARSILING MRT STATION (NS8)/ADMIRALTY MRT STATION (NS10)/WOODLANDS SOUTH MRT STATION (TE3)",4,0.0833333333333333,0.0833333333333333
"NS10","Admiralty","North South Line","NSL",10,"admiralty",0,0.370362880006308,0,0.0834475760012616,"WOODLANDS MRT STATION (TE2)/WOODLANDS MRT STATION (NS9)/WOODLANDS SOUTH MRT STATION (TE3)",3,0.0625,0.0625
"NS11","Sembawang","North South Line","NSL",11,"sembawang",0,0.484666402328989,0,0.100058280465798,"CANBERRA MRT STATION (NS12)",1,0.0208333333333333,0.0208333333333333
"NS12","Canberra","North South Line","NSL",12,"canberra",0,0.484666402328989,0,0.103183280465798,"YISHUN MRT STATION (NS13)/SEMBAWANG MRT STATION (NS11)",2,0.0416666666666667,0.0416666666666667
"NS13","Yishun","North South Line","NSL",13,"yishun",0,0.638700703097083,0,0.133990140619417,"KHATIB MRT STATION (NS14)/CANBERRA MRT STATION (NS12)",2,0.0416666666666667,0.0416666666666667
"NS14","Khatib","North South Line","NSL",14,"khatib",0,0.792735003865177,0,0.161672000773035,"YISHUN MRT STATION (NS13)",1,0.0208333333333333,0.0208333333333333
"NS15","Yio Chu Kang","North South Line","NSL",15,"yiochukang",0,0.542654884706141,0,0.108530976941228,NA,0,0,0
"NS16","Ang Mo Kio","North South Line","NSL",16,"angmokio",0,0.533379358670599,0,0.10667587173412,NA,0,0,0
"NS17","Bishan","North South Line","NSL",17,"bishan",1,0.397780235023676,0,0.458722713671402,"BISHAN MRT STATION (CC15)/BISHAN MRT STATION (NS17)/BRADDELL MRT STATION (NS18)/BRADDELL MRT STATION/UPPER THOMSON MRT STATION (TE8)/MARYMOUNT MRT STATION (CC16)/ANG MO KIO MRT STATION (NS16)/ANG MO KIO MRT STATION/LORONG CHUAN MRT STATION (CC14)",9,0.1875,0.194444444444444
"NS18","Braddell","North South Line","NSL",18,"braddell",0,0.395958926768381,0,0.113566785353676,"CALDECOTT MRT STATION (TE9)/BRADDELL MRT STATION (NS18)/CALDECOTT MRT STATION (CC17)/TOA PAYOH MRT STATION (NS19)/CALDECOTT MRT STATION/BISHAN MRT STATION (CC15)/BISHAN MRT STATION (NS17)/BISHAN MRT STATION/MARYMOUNT MRT STATION (CC16)/UPPER THOMSON MRT STATION (TE8)/MOUNT PLEASANT MRT STATION (TE10)",11,0.229166666666667,0.229166666666667
"NS19","Toa Payoh","North South Line","NSL",19,"toapayoh",0,0.487337006025314,0,0.0974674012050628,NA,0,0,0
"NS20","Novena","North South Line","NSL",20,"novena",0,0.426294674018194,0,0.154008934803639,"FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/MOUNT PLEASANT MRT STATION (TE10)/ROCHOR MRT STATION (DT13)/BENCOOLEN MRT STATION (DT21)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/BUGIS MRT STATION/CALDECOTT MRT STATION (TE9)/CALDECOTT MRT STATION (CC17)/CALDECOTT MRT STATION/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/TOA PAYOH MRT STATION (NS19)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)",22,0.458333333333333,0.458333333333333
"NS21","Newton","North South Line","NSL",21,"newton",1,0.40593099439188,0,0.496811198878376,"ROCHOR MRT STATION (DT13)/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/BUGIS MRT STATION/LITTLE INDIA MRT STATION/BUGIS MRT STATION (DT14)/FARRER PARK MRT STATION (NE8)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/BOTANIC GARDENS MRT STATION/NOVENA MRT STATION (NS20)/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION",21,0.4375,0.4375
